time,valence,arousal,videoID,start_time,end_time,P_id,probe
1754046373533.0,5.0,5.0,1.0,1754046373533.0,1754046378533.0,12,1
1754046382080.75,5.2,5.99875,1.0,1754046378534.0,1754046383534.0,12,0
1754046384885.0,6.265000000000001,6.5325,1.0,1754046383535.0,1754046388535.0,12,0
1754046389207.3333,6.419999999999999,7.31,1.0,1754046388536.0,1754046393536.0,12,0
1754046394375.0,6.87,7.4,1.0,1754046393537.0,1754046398537.0,12,0
1754046394375.0,6.87,7.4,1.0,1754046393537.0,1754046398537.0,12,0
1754046406211.4,6.870000000000002,5.2666666666666675,1.0,1754046403539.0,1754046408539.0,12,0
1754046406211.4,6.870000000000002,5.2666666666666675,1.0,1754046403539.0,1754046408539.0,12,0
1754046406211.4,6.870000000000002,5.2666666666666675,1.0,1754046403539.0,1754046408539.0,12,0
1754046406211.4,6.870000000000002,5.2666666666666675,1.0,1754046403539.0,1754046408539.0,12,0
1754046427256.5715,6.869999999999999,4.467142857142857,1.0,1754046423543.0,1754046428543.0,12,0
1754046429347.375,6.87,6.4662500000000005,1.0,1754046428544.0,1754046433544.0,12,0
1754046429347.375,6.87,6.4662500000000005,1.0,1754046428544.0,1754046433544.0,12,0
1754046439782.0,6.87,7.8,1.0,1754046438546.0,1754046443546.0,12,0
1754046439782.0,6.87,7.8,1.0,1754046438546.0,1754046443546.0,12,0
1754046439782.0,6.87,7.8,1.0,1754046438546.0,1754046443546.0,12,0
1754046439782.0,6.87,7.8,1.0,1754046438546.0,1754046443546.0,12,0
1754046439782.0,6.87,7.8,1.0,1754046438546.0,1754046443546.0,12,0
1754046439782.0,6.87,7.8,1.0,1754046438546.0,1754046443546.0,12,0
1754046472035.8,7.267999999999999,7.397999999999999,1.0,1754046468552.0,1754046473552.0,12,0
1754046477320.0,8.678,7.452,1.0,1754046473553.0,1754046478553.0,12,0
1754046477320.0,8.678,7.452,1.0,1754046473553.0,1754046478553.0,12,0
1754046477320.0,8.678,7.452,1.0,1754046473553.0,1754046478553.0,12,0
1754046492553.0,8.73,8.2,1.0,1754046488556.0,1754046493556.0,12,0
1754046497646.5,8.730000000000002,7.533333333333334,1.0,1754046493557.0,1754046498557.0,12,0
1754046498954.0,8.73,8.2,1.0,1754046498558.0,1754046503558.0,12,0
1754046498954.0,8.73,8.2,1.0,1754046498558.0,1754046503558.0,12,0
1754046498954.0,8.73,8.2,1.0,1754046498558.0,1754046503558.0,12,0
1754046515906.5,8.73,8.732500000000002,1.0,1754046513561.0,1754046518561.0,12,0
1754046519899.75,8.865,8.335,1.0,1754046518562.0,1754046523562.0,12,0
1754046519899.75,8.865,8.335,1.0,1754046518562.0,1754046523562.0,12,0
1754046529227.0,9.0,8.73,1.0,1754046528564.0,1754046533564.0,12,0
1754046529227.0,9.0,8.73,1.0,1754046528564.0,1754046533564.0,12,0
1754046529227.0,9.0,8.73,1.0,1754046528564.0,1754046533564.0,12,0
1754046548532.0,9.0,9.0,1.0,1754046543567.0,1754046548567.0,12,0
