time,valence,arousal,videoID,start_time,end_time,P_id,probe
1754563911203.4443,4.616666666666666,5.682222222222222,7.0,1754563907520.0,1754563912520.0,24,1
1754563914500.0,2.6389285714285715,7.208928571428571,7.0,1754563912521.0,1754563917521.0,24,0
1754563919993.6,1.8648000000000002,6.7156,7.0,1754563917522.0,1754563922522.0,24,0
1754563925328.1052,1.8426315789473684,6.992105263157896,7.0,1754563922523.0,1754563927523.0,24,0
1754563930034.8096,1.952857142857143,7.019047619047621,7.0,1754563927524.0,1754563932524.0,24,0
1754563935233.1,1.72,7.5074999999999985,7.0,1754563932525.0,1754563937525.0,24,0
1754563940114.2222,2.141666666666667,7.282222222222223,7.0,1754563937526.0,1754563942526.0,24,0
1754563945201.7368,2.333684210526316,7.82157894736842,7.0,1754563942527.0,1754563947527.0,24,0
1754563949877.5264,2.11,7.077368421052632,7.0,1754563947528.0,1754563952528.0,24,0
1754563955109.65,3.0670000000000006,8.641499999999999,7.0,1754563952529.0,1754563957529.0,24,0
1754563959879.8262,2.6813043478260865,8.419999999999998,7.0,1754563957530.0,1754563962530.0,24,0
1754563964980.7222,2.022777777777778,7.222222222222222,7.0,1754563962531.0,1754563967531.0,24,0
1754563970198.0952,2.6880952380952383,8.110952380952378,7.0,1754563967532.0,1754563972532.0,24,0
1754563975043.182,2.903181818181818,8.466363636363637,7.0,1754563972533.0,1754563977533.0,24,0
1754563979955.7368,2.923157894736842,8.494210526315788,7.0,1754563977534.0,1754563982534.0,24,0
1754563984969.8,2.7604999999999995,8.491999999999999,7.0,1754563982535.0,1754563987535.0,24,0
1754563989854.1365,2.4672727272727277,8.248181818181816,7.0,1754563987536.0,1754563992536.0,24,0
1754563995040.238,2.2957142857142854,8.225714285714284,7.0,1754563992537.0,1754563997537.0,24,0
1754564000015.318,2.587727272727273,8.103181818181818,7.0,1754563997538.0,1754564002538.0,24,0
1754564005165.5625,2.78375,8.350625,7.0,1754564002539.0,1754564007539.0,24,0
1754564010013.0476,2.612857142857143,7.664761904761904,7.0,1754564007540.0,1754564012540.0,24,0
1754564014984.25,2.0665000000000004,6.92,7.0,1754564012541.0,1754564017541.0,24,0
1754564020001.2856,2.0038095238095237,6.992857142857143,7.0,1754564017542.0,1754564022542.0,24,0
1754564025181.1765,2.348235294117647,7.684117647058825,7.0,1754564022543.0,1754564027543.0,24,0
1754564029941.5789,2.99421052631579,8.409473684210525,7.0,1754564027544.0,1754564032544.0,24,0
1754564035008.4736,2.3326315789473684,8.27157894736842,7.0,1754564032545.0,1754564037545.0,24,0
1754564040284.238,3.058095238095238,7.6671428571428555,7.0,1754564037546.0,1754564042546.0,24,0
1754564044911.1904,2.1942857142857144,6.968095238095239,7.0,1754564042547.0,1754564047547.0,24,0
1754564050030.8,2.1340000000000003,7.0684999999999985,7.0,1754564047548.0,1754564052548.0,24,0
1754564055194.7334,1.853333333333333,7.116666666666669,7.0,1754564052549.0,1754564057549.0,24,0
1754564060123.7,1.9605000000000001,7.106500000000001,7.0,1754564057550.0,1754564062550.0,24,0
1754564065116.2856,2.9561904761904763,8.390476190476189,7.0,1754564062551.0,1754564067551.0,24,0
1754564070338.7222,2.6877777777777774,7.859444444444445,7.0,1754564067552.0,1754564072552.0,24,0
1754564075041.2856,1.6476190476190473,6.89095238095238,7.0,1754564072553.0,1754564077553.0,24,0
1754564080059.55,1.8669999999999998,6.535000000000001,7.0,1754564077554.0,1754564082554.0,24,0
1754564085286.0557,2.808888888888889,8.302777777777777,7.0,1754564082555.0,1754564087555.0,24,0
1754564089839.4119,2.7570588235294116,8.59235294117647,7.0,1754564087556.0,1754564092556.0,24,0
1754564094950.8262,2.716521739130435,8.53478260869565,7.0,1754564092557.0,1754564097557.0,24,0
1754564099800.7778,3.0444444444444443,8.421666666666665,7.0,1754564097558.0,1754564102558.0,24,0
