time,valence,arousal,videoID,start_time,end_time,P_id,probe
1755150976361.0,5.135,5.0,5.0,1755150973942.0,1755150978942.0,33,1
1755150980468.0,5.8,4.6,5.0,1755150978943.0,1755150983943.0,33,0
1755150986064.5,6.33,4.065,5.0,1755150983944.0,1755150988944.0,33,0
1755150992376.0,6.6,3.8,5.0,1755150988945.0,1755150993945.0,33,0
1755150998909.0,6.87,3.67,5.0,1755150993946.0,1755150998946.0,33,0
1755150999869.0,6.87,3.93,5.0,1755150998947.0,1755151003947.0,33,0
1755150999869.0,6.87,3.93,5.0,1755150998947.0,1755151003947.0,33,0
1755150999869.0,6.87,3.93,5.0,1755150998947.0,1755151003947.0,33,0
1755151016014.75,7.1325,3.535,5.0,1755151013950.0,1755151018950.0,33,0
1755151016014.75,7.1325,3.535,5.0,1755151013950.0,1755151018950.0,33,0
1755151016014.75,7.1325,3.535,5.0,1755151013950.0,1755151018950.0,33,0
1755151016014.75,7.1325,3.535,5.0,1755151013950.0,1755151018950.0,33,0
1755151016014.75,7.1325,3.535,5.0,1755151013950.0,1755151018950.0,33,0
1755151042777.5,7.67,3.2649999999999997,5.0,1755151038955.0,1755151043955.0,33,0
1755151046374.0,7.8,2.87,5.0,1755151043956.0,1755151048956.0,33,0
1755151046374.0,7.8,2.87,5.0,1755151043956.0,1755151048956.0,33,0
1755151054873.5,8.065,3.13,5.0,1755151053958.0,1755151058958.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151059869.0,8.2,3.4,5.0,1755151058959.0,1755151063959.0,33,0
1755151111895.0,8.47,3.535,5.0,1755151108969.0,1755151113969.0,33,0
1755151114320.0,8.47,3.93,5.0,1755151113970.0,1755151118970.0,33,0
