time,valence,arousal,videoID,start_time,end_time,P_id,probe
1752839385919.0,5.0,5.0,3.0,1752839385919.0,1752839390919.0,4,1
1752839385919.0,5.0,5.0,3.0,1752839385919.0,1752839390919.0,4,1
1752839385919.0,5.0,5.0,3.0,1752839385919.0,1752839390919.0,4,1
1752839385919.0,5.0,5.0,3.0,1752839385919.0,1752839390919.0,4,1
1752839385919.0,5.0,5.0,3.0,1752839385919.0,1752839390919.0,4,1
1752839415729.0,5.0,5.4,3.0,1752839410924.0,1752839415924.0,4,0
1752839418854.75,5.6000000000000005,5.5975,3.0,1752839415925.0,1752839420925.0,4,0
1752839423390.25,6.266249999999999,6.5325,3.0,1752839420926.0,1752839425926.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839428268.0,6.599999999999999,6.599999999999999,3.0,1752839425927.0,1752839430927.0,4,0
1752839470611.0,6.6,6.6,3.0,1752839465935.0,1752839470935.0,4,0
1752839472522.0,6.828571428571428,7.208571428571427,3.0,1752839470936.0,1752839475936.0,4,0
1752839476170.0,6.6,7.13,3.0,1752839475937.0,1752839480937.0,4,0
1752839485052.0,6.87,7.13,3.0,1752839480938.0,1752839485938.0,4,0
1752839488298.0,6.87,6.87,3.0,1752839485939.0,1752839490939.0,4,0
1752839494550.0,6.87,7.13,3.0,1752839490940.0,1752839495940.0,4,0
1752839496098.0,6.87,7.4,3.0,1752839495941.0,1752839500941.0,4,0
