time,valence,arousal,videoID,start_time,end_time,P_id,probe
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479514426.0,5.0,5.0,8.0,1754479514426.0,1754479519426.0,22,0
1754479568892.5,5.0,4.6,8.0,1754479564436.0,1754479569436.0,22,0
1754479571098.0,6.067142857142857,4.47,8.0,1754479569437.0,1754479574437.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
1754479574772.0,7.0,4.2,8.0,1754479574438.0,1754479579438.0,22,0
