,Time_series,GSR,HR,timestamp,time2,subject,video_id
0,1486288,494,510,1755166513443,2025-08-14 15:45:13.443082+05:30,35,1
1,1486390,493,508,1755166513544,2025-08-14 15:45:13.544116+05:30,35,1
2,1486490,493,509,1755166513644,2025-08-14 15:45:13.644935+05:30,35,1
3,1486592,495,509,1755166513745,2025-08-14 15:45:13.745756+05:30,35,1
4,1486692,496,522,1755166513846,2025-08-14 15:45:13.846772+05:30,35,1
5,1486793,495,515,1755166513947,2025-08-14 15:45:13.947588+05:30,35,1
6,1486895,496,510,1755166514048,2025-08-14 15:45:14.048421+05:30,35,1
7,1486995,496,511,1755166514149,2025-08-14 15:45:14.149427+05:30,35,1
8,1487096,495,510,1755166514250,2025-08-14 15:45:14.250217+05:30,35,1
9,1487197,495,511,1755166514351,2025-08-14 15:45:14.351109+05:30,35,1
10,1487298,496,507,1755166514451,2025-08-14 15:45:14.451903+05:30,35,1
11,1487398,496,507,1755166514552,2025-08-14 15:45:14.552804+05:30,35,1
12,1487500,497,509,1755166514653,2025-08-14 15:45:14.653760+05:30,35,1
13,1487600,495,514,1755166514754,2025-08-14 15:45:14.754572+05:30,35,1
14,1487702,497,522,1755166514855,2025-08-14 15:45:14.855416+05:30,35,1
15,1487802,499,509,1755166514956,2025-08-14 15:45:14.956278+05:30,35,1
16,1487903,496,511,1755166515057,2025-08-14 15:45:15.057219+05:30,35,1
17,1488004,495,511,1755166515158,2025-08-14 15:45:15.158036+05:30,35,1
18,1488105,495,506,1755166515258,2025-08-14 15:45:15.258914+05:30,35,1
19,1488205,495,509,1755166515359,2025-08-14 15:45:15.359834+05:30,35,1
20,1488307,495,507,1755166515460,2025-08-14 15:45:15.460705+05:30,35,1
21,1488407,495,507,1755166515561,2025-08-14 15:45:15.561561+05:30,35,1
22,1488508,496,513,1755166515662,2025-08-14 15:45:15.662436+05:30,35,1
23,1488609,499,522,1755166515763,2025-08-14 15:45:15.763360+05:30,35,1
24,1488710,497,513,1755166515864,2025-08-14 15:45:15.864206+05:30,35,1
25,1488811,495,508,1755166515965,2025-08-14 15:45:15.965074+05:30,35,1
26,1488912,496,511,1755166516066,2025-08-14 15:45:16.066081+05:30,35,1
27,1489012,495,509,1755166516166,2025-08-14 15:45:16.166850+05:30,35,1
28,1489114,497,508,1755166516267,2025-08-14 15:45:16.267767+05:30,35,1
29,1489214,497,509,1755166516368,2025-08-14 15:45:16.368603+05:30,35,1
30,1489315,496,509,1755166516469,2025-08-14 15:45:16.469506+05:30,35,1
31,1489416,498,509,1755166516570,2025-08-14 15:45:16.570357+05:30,35,1
32,1489517,502,523,1755166516671,2025-08-14 15:45:16.671335+05:30,35,1
33,1489617,498,514,1755166516772,2025-08-14 15:45:16.772151+05:30,35,1
34,1489719,496,511,1755166516872,2025-08-14 15:45:16.872977+05:30,35,1
35,1489819,498,511,1755166516973,2025-08-14 15:45:16.973879+05:30,35,1
36,1489921,495,509,1755166517074,2025-08-14 15:45:17.074781+05:30,35,1
37,1490021,495,511,1755166517175,2025-08-14 15:45:17.175641+05:30,35,1
38,1490122,493,506,1755166517276,2025-08-14 15:45:17.276526+05:30,35,1
39,1490224,493,509,1755166517377,2025-08-14 15:45:17.377418+05:30,35,1
40,1490324,492,508,1755166517478,2025-08-14 15:45:17.478279+05:30,35,1
41,1490425,494,519,1755166517579,2025-08-14 15:45:17.579196+05:30,35,1
42,1490526,493,514,1755166517680,2025-08-14 15:45:17.680091+05:30,35,1
43,1490627,491,507,1755166517780,2025-08-14 15:45:17.780912+05:30,35,1
44,1490727,491,510,1755166517881,2025-08-14 15:45:17.881790+05:30,35,1
45,1490829,489,510,1755166517982,2025-08-14 15:45:17.982675+05:30,35,1
46,1490929,488,507,1755166518083,2025-08-14 15:45:18.083565+05:30,35,1
47,1491031,487,510,1755166518184,2025-08-14 15:45:18.184394+05:30,35,1
48,1491131,486,509,1755166518285,2025-08-14 15:45:18.285307+05:30,35,1
49,1491232,487,508,1755166518386,2025-08-14 15:45:18.386206+05:30,35,1
50,1491333,491,521,1755166518487,2025-08-14 15:45:18.487099+05:30,35,1
51,1491434,487,510,1755166518587,2025-08-14 15:45:18.587942+05:30,35,1
52,1491534,486,505,1755166518688,2025-08-14 15:45:18.688826+05:30,35,1
53,1491636,485,511,1755166518789,2025-08-14 15:45:18.789673+05:30,35,1
54,1491736,487,510,1755166518890,2025-08-14 15:45:18.890585+05:30,35,1
55,1491837,487,510,1755166518991,2025-08-14 15:45:18.991507+05:30,35,1
56,1491938,485,508,1755166519092,2025-08-14 15:45:19.092339+05:30,35,1
57,1492039,484,509,1755166519193,2025-08-14 15:45:19.193213+05:30,35,1
58,1492140,485,511,1755166519294,2025-08-14 15:45:19.294181+05:30,35,1
59,1492241,484,522,1755166519395,2025-08-14 15:45:19.394998+05:30,35,1
60,1492341,482,513,1755166519495,2025-08-14 15:45:19.495862+05:30,35,1
61,1492443,480,508,1755166519596,2025-08-14 15:45:19.596761+05:30,35,1
62,1492543,480,511,1755166519697,2025-08-14 15:45:19.697642+05:30,35,1
63,1492644,477,509,1755166519798,2025-08-14 15:45:19.798535+05:30,35,1
64,1492745,477,509,1755166519899,2025-08-14 15:45:19.899411+05:30,35,1
65,1492846,477,511,1755166520000,2025-08-14 15:45:20.000343+05:30,35,1
