GSR_mean,GSR_variance,HR_mean,HR_variance,75_percentile_GSR,75_percentile_HR,GSRmean_persen_diff,HRmean_persent_diff,GSRmean_diff,HRmean_diff,valence_acc_video,arousal_acc_video,P_id,video_id
0.5295384615384616,0.00047422485207100634,0.27191489361702126,0.0017617021276595754,0.55,0.2978723404255319,0.07910975439215606,0.22489724665237648,0.07910975439215606,0.22489724665237648,1,0,38,5
0.5313846153846153,0.00036175147928994107,0.2842553191489362,0.003200724309642373,0.5384615384615384,0.31382978723404253,0.08095590823830978,0.23723767218429143,0.08095590823830978,0.23723767218429143,1,0,38,5
0.5415384615384616,0.00041656804733727784,0.2740425531914894,0.0031442281575373484,0.5538461538461539,0.2978723404255319,0.09110975439215607,0.22702490622684462,0.09110975439215607,0.22702490622684462,1,0,38,5
0.5547692307692308,0.0003257751479289944,0.2706382978723404,0.0049803531009506566,0.5692307692307692,0.2978723404255319,0.10434052362292523,0.22362065090769562,0.10434052362292523,0.22362065090769562,1,0,38,5
0.544923076923077,0.0006162366863905331,0.2702127659574468,0.004422815753734721,0.5653846153846154,0.2978723404255319,0.09449436977677139,0.22319511899280203,0.09449436977677139,0.22319511899280203,1,0,38,5
0.5286153846153847,0.0004805680473372787,0.2523404255319149,0.0052333182435491165,0.55,0.2765957446808511,0.07818667746907915,0.2053227785672701,0.07818667746907915,0.2053227785672701,1,0,38,5
0.544,0.00034802366863905307,0.2591489361702128,0.004774830239927569,0.5538461538461539,0.2765957446808511,0.09357129285369448,0.212131289205568,0.09357129285369448,0.212131289205568,1,0,38,5
0.5575384615384616,0.00036506508875739675,0.25361702127659574,0.005719148936170215,0.5692307692307692,0.2765957446808511,0.10710975439215609,0.20659937431195097,0.10710975439215609,0.20659937431195097,1,0,38,5
0.5658461538461539,0.000409846153846154,0.2714893617021276,0.004663829787234043,0.5846153846153846,0.2978723404255319,0.11541744669984833,0.22447171473748284,0.11541744669984833,0.22447171473748284,1,0,38,5
0.5470769230769231,0.00038021301775147896,0.2485106382978723,0.003448438207333636,0.5538461538461539,0.2712765957446809,0.09664821593061756,0.2014929913332275,0.09664821593061756,0.2014929913332275,1,0,38,5
0.5646153846153846,0.00026745562130177527,0.25191489361702124,0.005076686283386149,0.5807692307692308,0.2765957446808511,0.11418667746907907,0.20489724665237646,0.11418667746907907,0.20489724665237646,1,0,38,5
0.580923076923077,0.0004218698224852069,0.24,0.005233861475780896,0.6,0.2553191489361702,0.13049436977677142,0.19298235303535521,0.13049436977677142,0.19298235303535521,1,0,38,5
0.5947692307692308,0.00028979881656804763,0.2417021276595744,0.006279040289723857,0.6153846153846154,0.2553191489361702,0.14434052362292527,0.1946844806949296,0.14434052362292527,0.1946844806949296,1,0,38,5
0.6061538461538463,0.00041656804733727795,0.22978723404255316,0.0030421004979628795,0.6153846153846154,0.2553191489361702,0.1557251390075407,0.18276958707790836,0.1557251390075407,0.18276958707790836,1,0,38,5
0.6083076923076924,0.0004185562130177513,0.2506382978723404,0.003083567224988684,0.6307692307692307,0.2553191489361702,0.15787898516138688,0.2036206509076956,0.15787898516138688,0.2036206509076956,1,0,38,5
0.6163076923076924,0.0003920473372781067,0.24212765957446805,0.0033298325033952036,0.6307692307692307,0.2553191489361702,0.16587898516138688,0.19511001260982325,0.16587898516138688,0.19511001260982325,1,0,38,5
0.6344615384615385,0.00043133727810650875,0.2378723404255319,0.0050826618379357195,0.6461538461538462,0.2553191489361702,0.18403283131523296,0.19085469346088713,0.18403283131523296,0.19085469346088713,1,0,38,5
0.6461538461538461,0.00045443786982248533,0.22936170212765958,0.005057311000452695,0.6615384615384615,0.2553191489361702,0.19572513900754052,0.18234405516301477,0.19572513900754052,0.18234405516301477,1,0,38,5
0.6572307692307692,0.00041694674556213044,0.22978723404255316,0.005160706201901313,0.676923076923077,0.2553191489361702,0.2068020620844636,0.18276958707790836,0.2068020620844636,0.18276958707790836,1,0,38,5
0.6529230769230768,0.0002760710059171602,0.23404255319148937,0.004164780443639658,0.6615384615384615,0.2712765957446809,0.20249436977677127,0.1870249062268446,0.20249436977677127,0.1870249062268446,1,0,38,5
0.6633846153846154,0.00036582248520710043,0.22638297872340424,0.004649343594386601,0.676923076923077,0.2340425531914893,0.2129559082383098,0.17936533175875946,0.2129559082383098,0.17936533175875946,1,0,38,5
0.6756923076923078,0.00024463905325443797,0.23191489361702128,0.002467179719330015,0.6923076923076923,0.2553191489361702,0.22526360054600225,0.1848972466523765,0.22526360054600225,0.1848972466523765,1,0,38,5
0.6781538461538461,0.0003014437869822487,0.23063829787234041,0.005438841104572205,0.6923076923076923,0.2553191489361702,0.22772513900754054,0.18362065090769564,0.22772513900754054,0.18362065090769564,1,0,38,5
0.689846153846154,0.00031583431952662724,0.22808510638297874,0.004165504753282029,0.7076923076923077,0.2553191489361702,0.23941744669984844,0.18106745941833396,0.23941744669984844,0.18106745941833396,1,0,38,5
0.6978461538461538,0.0003196213017751478,0.23234042553191486,0.00742127659574468,0.7076923076923077,0.2340425531914893,0.24741744669984822,0.18532277856727009,0.24741744669984822,0.18532277856727009,1,0,38,5
0.7036923076923077,0.0004337041420118341,0.22425531914893618,0.0053274784970574925,0.7230769230769231,0.24999999999999997,0.25326360054600217,0.17723767218429137,0.25326360054600217,0.17723767218429137,1,0,38,5
0.7036923076923077,0.0003200946745562127,0.22765957446808507,0.004169307378904483,0.7230769230769231,0.24999999999999997,0.25326360054600217,0.18064192750344027,0.25326360054600217,0.18064192750344027,1,0,38,5
0.6193846153846154,0.0008881420118343194,0.2251063829787234,0.002735898596650069,0.6307692307692307,0.2553191489361702,0.16895590823830986,0.1780887360140786,0.16895590823830986,0.1780887360140786,1,0,38,5
