,Time_series,GSR,HR,timestamp,time2,subject,video_id
0,147869,452,515,1754632653459,2025-08-08 11:27:33.459103+05:30,29,1
1,147971,451,527,1754632653560,2025-08-08 11:27:33.560004+05:30,29,1
2,148071,450,513,1754632653660,2025-08-08 11:27:33.660772+05:30,29,1
3,148172,450,514,1754632653761,2025-08-08 11:27:33.761604+05:30,29,1
4,148273,450,517,1754632653862,2025-08-08 11:27:33.862462+05:30,29,1
5,148374,450,514,1754632653963,2025-08-08 11:27:33.963330+05:30,29,1
6,148474,450,525,1754632654064,2025-08-08 11:27:34.064081+05:30,29,1
7,148576,450,518,1754632654165,2025-08-08 11:27:34.164990+05:30,29,1
8,148676,449,512,1754632654265,2025-08-08 11:27:34.265780+05:30,29,1
9,148776,450,516,1754632654366,2025-08-08 11:27:34.366636+05:30,29,1
10,148878,449,515,1754632654467,2025-08-08 11:27:34.467431+05:30,29,1
11,148978,450,521,1754632654568,2025-08-08 11:27:34.568687+05:30,29,1
12,149080,451,521,1754632654669,2025-08-08 11:27:34.669314+05:30,29,1
13,149180,451,511,1754632654770,2025-08-08 11:27:34.770081+05:30,29,1
14,149281,451,516,1754632654870,2025-08-08 11:27:34.870895+05:30,29,1
15,149382,451,514,1754632654971,2025-08-08 11:27:34.971861+05:30,29,1
16,149483,452,514,1754632655072,2025-08-08 11:27:35.072753+05:30,29,1
17,149583,452,528,1754632655173,2025-08-08 11:27:35.173518+05:30,29,1
18,149685,452,510,1754632655274,2025-08-08 11:27:35.274312+05:30,29,1
19,149785,450,511,1754632655375,2025-08-08 11:27:35.375132+05:30,29,1
20,149886,452,514,1754632655475,2025-08-08 11:27:35.475945+05:30,29,1
21,149987,451,511,1754632655576,2025-08-08 11:27:35.576920+05:30,29,1
22,150088,451,523,1754632655677,2025-08-08 11:27:35.677701+05:30,29,1
23,150189,452,518,1754632655778,2025-08-08 11:27:35.778755+05:30,29,1
24,150290,451,514,1754632655879,2025-08-08 11:27:35.879372+05:30,29,1
25,150390,451,513,1754632655980,2025-08-08 11:27:35.980146+05:30,29,1
26,150492,450,514,1754632656080,2025-08-08 11:27:36.080860+05:30,29,1
27,150592,449,518,1754632656181,2025-08-08 11:27:36.181660+05:30,29,1
28,150692,450,522,1754632656282,2025-08-08 11:27:36.282509+05:30,29,1
29,150794,449,511,1754632656383,2025-08-08 11:27:36.383394+05:30,29,1
30,150894,448,514,1754632656484,2025-08-08 11:27:36.484192+05:30,29,1
31,150995,448,513,1754632656585,2025-08-08 11:27:36.585258+05:30,29,1
32,151096,447,515,1754632656686,2025-08-08 11:27:36.686378+05:30,29,1
33,151197,448,528,1754632656786,2025-08-08 11:27:36.786904+05:30,29,1
34,151298,448,516,1754632656887,2025-08-08 11:27:36.887546+05:30,29,1
35,151399,447,516,1754632656988,2025-08-08 11:27:36.988433+05:30,29,1
36,151499,447,520,1754632657089,2025-08-08 11:27:37.089197+05:30,29,1
37,151601,447,512,1754632657190,2025-08-08 11:27:37.190024+05:30,29,1
38,151701,448,526,1754632657290,2025-08-08 11:27:37.290917+05:30,29,1
39,151802,449,521,1754632657391,2025-08-08 11:27:37.391892+05:30,29,1
40,151903,448,509,1754632657492,2025-08-08 11:27:37.492616+05:30,29,1
41,152004,448,515,1754632657593,2025-08-08 11:27:37.593446+05:30,29,1
42,152104,448,510,1754632657694,2025-08-08 11:27:37.694184+05:30,29,1
43,152206,448,520,1754632657795,2025-08-08 11:27:37.795030+05:30,29,1
44,152306,449,522,1754632657895,2025-08-08 11:27:37.895870+05:30,29,1
45,152408,448,509,1754632657996,2025-08-08 11:27:37.996825+05:30,29,1
46,152508,448,513,1754632658097,2025-08-08 11:27:38.097540+05:30,29,1
47,152608,447,512,1754632658198,2025-08-08 11:27:38.198403+05:30,29,1
48,152710,446,514,1754632658299,2025-08-08 11:27:38.299372+05:30,29,1
49,152810,446,530,1754632658400,2025-08-08 11:27:38.400059+05:30,29,1
50,152911,446,511,1754632658500,2025-08-08 11:27:38.500836+05:30,29,1
51,153012,444,516,1754632658601,2025-08-08 11:27:38.601641+05:30,29,1
52,153113,445,514,1754632658702,2025-08-08 11:27:38.702801+05:30,29,1
53,153213,444,513,1754632658803,2025-08-08 11:27:38.803411+05:30,29,1
54,153315,444,523,1754632658904,2025-08-08 11:27:38.904156+05:30,29,1
55,153415,446,522,1754632659005,2025-08-08 11:27:39.005140+05:30,29,1
56,153517,444,509,1754632659105,2025-08-08 11:27:39.105920+05:30,29,1
57,153617,444,515,1754632659206,2025-08-08 11:27:39.206697+05:30,29,1
58,153718,445,515,1754632659307,2025-08-08 11:27:39.307538+05:30,29,1
59,153819,441,514,1754632659408,2025-08-08 11:27:39.408794+05:30,29,1
60,153920,445,527,1754632659509,2025-08-08 11:27:39.509320+05:30,29,1
61,154020,445,517,1754632659610,2025-08-08 11:27:39.610246+05:30,29,1
62,154122,444,517,1754632659711,2025-08-08 11:27:39.711022+05:30,29,1
63,154222,444,517,1754632659811,2025-08-08 11:27:39.811845+05:30,29,1
64,154323,445,514,1754632659912,2025-08-08 11:27:39.912594+05:30,29,1
65,154424,445,528,1754632660013,2025-08-08 11:27:40.013478+05:30,29,1
66,154524,446,516,1754632660114,2025-08-08 11:27:40.114296+05:30,29,1
67,154626,445,509,1754632660215,2025-08-08 11:27:40.215283+05:30,29,1
68,154726,445,514,1754632660316,2025-08-08 11:27:40.316162+05:30,29,1
69,154827,445,514,1754632660416,2025-08-08 11:27:40.416895+05:30,29,1
70,154928,445,522,1754632660518,2025-08-08 11:27:40.518029+05:30,29,1
71,155029,445,525,1754632660618,2025-08-08 11:27:40.618501+05:30,29,1
72,155129,444,507,1754632660719,2025-08-08 11:27:40.719262+05:30,29,1
73,155231,444,513,1754632660820,2025-08-08 11:27:40.820066+05:30,29,1
74,155331,443,517,1754632660920,2025-08-08 11:27:40.920854+05:30,29,1
75,155432,443,514,1754632661021,2025-08-08 11:27:41.021773+05:30,29,1
76,155533,443,530,1754632661122,2025-08-08 11:27:41.122645+05:30,29,1
77,155634,443,512,1754632661223,2025-08-08 11:27:41.223532+05:30,29,1
78,155735,442,513,1754632661324,2025-08-08 11:27:41.324213+05:30,29,1
79,155836,442,517,1754632661425,2025-08-08 11:27:41.425010+05:30,29,1
80,155936,440,510,1754632661526,2025-08-08 11:27:41.526383+05:30,29,1
81,156038,443,530,1754632661626,2025-08-08 11:27:41.626981+05:30,29,1
82,156138,445,516,1754632661727,2025-08-08 11:27:41.727668+05:30,29,1
83,156239,444,512,1754632661828,2025-08-08 11:27:41.828435+05:30,29,1
84,156340,445,515,1754632661929,2025-08-08 11:27:41.929367+05:30,29,1
85,156440,445,513,1754632662030,2025-08-08 11:27:42.030002+05:30,29,1
86,156541,445,528,1754632662131,2025-08-08 11:27:42.131348+05:30,29,1
87,156642,446,522,1754632662231,2025-08-08 11:27:42.231916+05:30,29,1
88,156743,445,509,1754632662332,2025-08-08 11:27:42.332969+05:30,29,1
89,156844,445,515,1754632662433,2025-08-08 11:27:42.433588+05:30,29,1
90,156945,445,512,1754632662534,2025-08-08 11:27:42.534241+05:30,29,1
91,157045,445,523,1754632662635,2025-08-08 11:27:42.635116+05:30,29,1
92,157147,446,524,1754632662735,2025-08-08 11:27:42.735907+05:30,29,1
93,157247,444,512,1754632662836,2025-08-08 11:27:42.836769+05:30,29,1
94,157348,443,516,1754632662937,2025-08-08 11:27:42.937624+05:30,29,1
95,157449,443,513,1754632663038,2025-08-08 11:27:43.038420+05:30,29,1
96,157550,443,516,1754632663139,2025-08-08 11:27:43.139388+05:30,29,1
97,157650,443,527,1754632663240,2025-08-08 11:27:43.240248+05:30,29,1
98,157752,445,509,1754632663340,2025-08-08 11:27:43.340856+05:30,29,1
99,157852,439,515,1754632663441,2025-08-08 11:27:43.441834+05:30,29,1
100,157954,441,515,1754632663542,2025-08-08 11:27:43.542580+05:30,29,1
101,158054,442,511,1754632663643,2025-08-08 11:27:43.643459+05:30,29,1
102,158154,441,522,1754632663744,2025-08-08 11:27:43.744271+05:30,29,1
103,158256,442,526,1754632663845,2025-08-08 11:27:43.845103+05:30,29,1
104,158356,442,509,1754632663945,2025-08-08 11:27:43.945976+05:30,29,1
105,158457,442,514,1754632664046,2025-08-08 11:27:44.046824+05:30,29,1
106,158558,442,510,1754632664147,2025-08-08 11:27:44.147609+05:30,29,1
107,158659,442,513,1754632664248,2025-08-08 11:27:44.248422+05:30,29,1
108,158759,442,522,1754632664349,2025-08-08 11:27:44.349498+05:30,29,1
109,158861,443,526,1754632664450,2025-08-08 11:27:44.450143+05:30,29,1
110,158961,443,510,1754632664551,2025-08-08 11:27:44.551025+05:30,29,1
111,159063,443,513,1754632664651,2025-08-08 11:27:44.651880+05:30,29,1
112,159163,443,516,1754632664752,2025-08-08 11:27:44.752738+05:30,29,1
113,159264,443,514,1754632664853,2025-08-08 11:27:44.853420+05:30,29,1
114,159365,444,527,1754632664954,2025-08-08 11:27:44.954364+05:30,29,1
115,159466,446,521,1754632665055,2025-08-08 11:27:45.055127+05:30,29,1
116,159566,444,513,1754632665155,2025-08-08 11:27:45.155893+05:30,29,1
117,159668,445,517,1754632665256,2025-08-08 11:27:45.256872+05:30,29,1
118,159768,444,514,1754632665357,2025-08-08 11:27:45.357646+05:30,29,1
119,159869,444,515,1754632665458,2025-08-08 11:27:45.458521+05:30,29,1
120,159970,445,531,1754632665559,2025-08-08 11:27:45.559321+05:30,29,1
121,160070,444,520,1754632665660,2025-08-08 11:27:45.660177+05:30,29,1
122,160172,444,512,1754632665761,2025-08-08 11:27:45.761073+05:30,29,1
123,160272,443,516,1754632665861,2025-08-08 11:27:45.861895+05:30,29,1
124,160373,443,512,1754632665962,2025-08-08 11:27:45.962646+05:30,29,1
