,Time_series,GSR,HR,timestamp,time2,subject,video_id
0,955271,580,524,1754567070242,2025-08-07 17:14:30.242075+05:30,25,1
1,955372,579,515,1754567070342,2025-08-07 17:14:30.342888+05:30,25,1
2,955472,579,501,1754567070444,2025-08-07 17:14:30.444189+05:30,25,1
3,955574,577,508,1754567070544,2025-08-07 17:14:30.544834+05:30,25,1
4,955674,576,509,1754567070645,2025-08-07 17:14:30.645534+05:30,25,1
5,955776,576,511,1754567070746,2025-08-07 17:14:30.746532+05:30,25,1
6,955876,578,519,1754567070847,2025-08-07 17:14:30.847315+05:30,25,1
7,955977,578,506,1754567070948,2025-08-07 17:14:30.948058+05:30,25,1
8,956078,576,510,1754567071048,2025-08-07 17:14:31.048898+05:30,25,1
9,956179,576,508,1754567071149,2025-08-07 17:14:31.149683+05:30,25,1
10,956279,577,504,1754567071250,2025-08-07 17:14:31.250523+05:30,25,1
11,956381,577,514,1754567071351,2025-08-07 17:14:31.351448+05:30,25,1
12,956481,580,521,1754567071452,2025-08-07 17:14:31.452400+05:30,25,1
13,956582,578,506,1754567071553,2025-08-07 17:14:31.553178+05:30,25,1
14,956683,581,509,1754567071653,2025-08-07 17:14:31.653859+05:30,25,1
15,956784,581,509,1754567071754,2025-08-07 17:14:31.754626+05:30,25,1
16,956884,583,505,1754567071855,2025-08-07 17:14:31.855503+05:30,25,1
17,956986,581,525,1754567071956,2025-08-07 17:14:31.956226+05:30,25,1
18,957086,581,516,1754567072057,2025-08-07 17:14:32.057105+05:30,25,1
19,957187,581,507,1754567072158,2025-08-07 17:14:32.157998+05:30,25,1
20,957288,580,512,1754567072258,2025-08-07 17:14:32.258775+05:30,25,1
21,957388,580,505,1754567072359,2025-08-07 17:14:32.359569+05:30,25,1
22,957490,579,511,1754567072460,2025-08-07 17:14:32.460535+05:30,25,1
23,957590,579,527,1754567072561,2025-08-07 17:14:32.561340+05:30,25,1
24,957691,577,504,1754567072662,2025-08-07 17:14:32.662083+05:30,25,1
25,957792,577,505,1754567072762,2025-08-07 17:14:32.762968+05:30,25,1
26,957893,576,509,1754567072863,2025-08-07 17:14:32.863951+05:30,25,1
27,957993,572,506,1754567072964,2025-08-07 17:14:32.964765+05:30,25,1
28,958095,573,519,1754567073065,2025-08-07 17:14:33.065473+05:30,25,1
29,958195,572,516,1754567073166,2025-08-07 17:14:33.166380+05:30,25,1
30,958297,571,503,1754567073267,2025-08-07 17:14:33.267188+05:30,25,1
31,958397,571,511,1754567073368,2025-08-07 17:14:33.368174+05:30,25,1
32,958498,571,508,1754567073469,2025-08-07 17:14:33.469030+05:30,25,1
33,958599,570,510,1754567073569,2025-08-07 17:14:33.569931+05:30,25,1
34,958700,570,516,1754567073670,2025-08-07 17:14:33.670488+05:30,25,1
35,958800,571,504,1754567073771,2025-08-07 17:14:33.771433+05:30,25,1
36,958902,570,511,1754567073872,2025-08-07 17:14:33.872076+05:30,25,1
37,959002,570,515,1754567073973,2025-08-07 17:14:33.972991+05:30,25,1
38,959104,573,507,1754567074073,2025-08-07 17:14:34.073933+05:30,25,1
39,959204,573,516,1754567074174,2025-08-07 17:14:34.174755+05:30,25,1
40,959304,572,514,1754567074275,2025-08-07 17:14:34.275853+05:30,25,1
41,959406,574,508,1754567074376,2025-08-07 17:14:34.376429+05:30,25,1
42,959506,575,513,1754567074477,2025-08-07 17:14:34.477286+05:30,25,1
43,959607,574,507,1754567074578,2025-08-07 17:14:34.578158+05:30,25,1
44,959708,574,504,1754567074679,2025-08-07 17:14:34.678985+05:30,25,1
45,959809,575,516,1754567074779,2025-08-07 17:14:34.779870+05:30,25,1
46,959909,575,511,1754567074880,2025-08-07 17:14:34.880764+05:30,25,1
47,960011,573,509,1754567074981,2025-08-07 17:14:34.981448+05:30,25,1
48,960111,574,507,1754567075082,2025-08-07 17:14:35.082180+05:30,25,1
49,960212,572,509,1754567075183,2025-08-07 17:14:35.183041+05:30,25,1
50,960313,572,510,1754567075283,2025-08-07 17:14:35.283858+05:30,25,1
51,960414,571,513,1754567075384,2025-08-07 17:14:35.384764+05:30,25,1
52,960515,571,506,1754567075485,2025-08-07 17:14:35.485762+05:30,25,1
53,960616,569,508,1754567075586,2025-08-07 17:14:35.586474+05:30,25,1
54,960716,569,509,1754567075687,2025-08-07 17:14:35.687248+05:30,25,1
55,960818,568,511,1754567075788,2025-08-07 17:14:35.788048+05:30,25,1
56,960918,568,512,1754567075888,2025-08-07 17:14:35.888896+05:30,25,1
57,961019,569,513,1754567075989,2025-08-07 17:14:35.989883+05:30,25,1
58,961120,569,505,1754567076090,2025-08-07 17:14:36.090595+05:30,25,1
59,961220,569,510,1754567076191,2025-08-07 17:14:36.191478+05:30,25,1
60,961321,570,507,1754567076292,2025-08-07 17:14:36.292243+05:30,25,1
61,961422,570,509,1754567076393,2025-08-07 17:14:36.393112+05:30,25,1
62,961523,572,518,1754567076493,2025-08-07 17:14:36.493887+05:30,25,1
63,961624,572,508,1754567076594,2025-08-07 17:14:36.594819+05:30,25,1
64,961725,570,509,1754567076695,2025-08-07 17:14:36.695598+05:30,25,1
65,961825,569,512,1754567076796,2025-08-07 17:14:36.796369+05:30,25,1
66,961927,571,508,1754567076897,2025-08-07 17:14:36.897586+05:30,25,1
67,962027,572,517,1754567076998,2025-08-07 17:14:36.998436+05:30,25,1
68,962128,572,514,1754567077099,2025-08-07 17:14:37.099150+05:30,25,1
69,962229,574,509,1754567077199,2025-08-07 17:14:37.199845+05:30,25,1
70,962330,571,512,1754567077300,2025-08-07 17:14:37.300781+05:30,25,1
71,962430,572,507,1754567077401,2025-08-07 17:14:37.401890+05:30,25,1
72,962532,570,513,1754567077502,2025-08-07 17:14:37.502297+05:30,25,1
