User,Threshold_0.1,Threshold_0.2,Threshold_0.30000000000000004,Threshold_0.4,Threshold_0.5,Threshold_0.6000000000000001,Threshold_0.7000000000000001,Threshold_0.8,Threshold_0.9
1,0.2838827838827839,0.30438736076380996,0.30438736076380996,0.4500546448087432,0.8809702425606402,0.9814359814359814,0.9814359814359814,0.8774038461538461,0.6075413620623317
2,0.14632034632034632,0.5195084485407067,0.620414673046252,0.8516363636363636,0.9405074365704287,0.8671875,0.9246954595791805,0.9246954595791805,0.6885496183206107
3,0.0,0.16049382716049382,0.37037037037037035,0.43333333333333335,0.47692307692307695,0.48872180451127817,1.0,1.0,1.0
4,0.20930232558139536,0.20930232558139536,0.46875,0.9807637906647808,0.9807637906647808,0.9807637906647808,0.423728813559322,0.423728813559322,0.423728813559322
5,0.2066916134712745,0.38181818181818183,0.8904286174669674,1.0,1.0,1.0,1.0,0.8827586206896552,0.5322076297686054
6,0.543228602383532,0.5689617486338798,0.8111111111111111,0.838260278627251,0.7794594594594595,0.7794594594594595,0.6339544513457557,0.42857142857142855,0.42857142857142855
7,0.19473684210526315,0.7956730769230769,1.0,1.0,0.9718426501035197,0.8319327731092437,0.6172607879924954,0.543010752688172,0.456
8,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.3191270860077022,0.46875,0.493953488372093,0.5190947666195191,0.37037037037037035,0.37037037037037035
9,0.315018315018315,0.5398001933612633,0.7377410468319558,1.0,1.0,0.9246954595791805,0.6885496183206107,0.48484848484848486,0.48484848484848486
10,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.40350877192982454,0.778944736184046,0.9182692307692308,0.7622377622377623,0.6598691804540208,0.47998200629779575
11,0.33980582524271846,0.40367751060820367,0.4333333333333333,0.7469767441860465,0.9852654387865656,0.8508771929824561,0.6057971014492753,0.4937098844672657,0.32673267326732675
12,0.04225352112676056,0.1825136612021858,0.40367751060820367,0.40350877192982454,0.48872180451127817,0.48872180451127817,0.48872180451127817,0.48872180451127817,0.48872180451127817
13,0.44170771756978655,0.7647058823529411,0.8508771929824561,0.9536258240509207,0.9688644688644689,0.9034090909090908,0.5504807692307692,0.42235813795446825,0.38181818181818183
14,0.5095081967213115,0.7177045177045177,0.8329238329238329,0.9373271889400921,0.6482758620689655,0.5129476584022039,0.5129476584022039,0.4426229508196721,0.4426229508196721
15,0.3985178101840784,0.6746411483253588,0.9505454545454546,1.0,1.0,1.0,0.9405074365704287,0.6512820512820513,0.48091603053435117
16,0.09333333333333334,0.13924050632911392,0.23595505617977527,0.4962962962962963,1.0,1.0,1.0,1.0,1.0
17,0.278974358974359,0.6490147783251232,0.942866688940862,0.9614864864864865,0.8323529411764705,0.6360153256704981,0.5644943820224719,0.45425531914893613,0.4
18,0.33653846153846156,0.33653846153846156,0.6413043478260869,0.7483372666809698,0.6224747474747474,0.7045300878972278,0.6863636363636363,0.6863636363636363,0.6863636363636363
19,0.7142857142857142,0.8214285714285714,0.9460708782742682,0.8995695839311334,0.8588709677419355,0.8133333333333332,0.7619047619047619,0.7032101756511205,0.46153846153846156
20,0.07894736842105263,0.07894736842105263,0.09538461538461539,0.12696790022490287,0.46969696969696967,0.9506694855532065,0.8923076923076924,0.8923076923076924,0.47761194029850745
21,0.09722222222222222,0.09722222222222222,0.13333333333333333,0.32828646959865415,0.6141830677913153,0.8163841807909604,0.6004098360655737,0.4715447154471545,0.4715447154471545
22,0.31104356636271535,0.5041666666666667,0.4925373134328358,0.4925373134328358,0.4962962962962963,0.4962962962962963,0.4962962962962963,0.4962962962962963,0.4962962962962963
23,0.2754946727549467,0.2885789014821273,0.3014207650273224,0.7830940988835726,0.9086021505376345,0.8516363636363636,0.7841269841269841,0.4728682170542636,0.4728682170542636
24,0.02857142857142857,0.1767554479418886,0.4685694869181108,0.4645669291338583,0.4925373134328358,0.4925373134328358,0.4925373134328358,0.4925373134328358,0.4925373134328358
