GSR_mean,GSR_variance,HR_mean,HR_variance,75_percentile_GSR,75_percentile_HR,GSRmean_persen_diff,HRmean_persent_diff,GSRmean_diff,HRmean_diff,valence_acc_video,arousal_acc_video,P_id,video_id,Score
0.403076923076923,0.0072331360946745,0.5247058823529411,0.0066214532871972,0.4615384615384615,0.5735294117647058,0.1572950955886325,0.1405276492700766,0.1572950955886325,0.1405276492700766,0,0,31,3,0.22237915068138517
0.4369230769230768,0.0105183431952662,0.5294117647058824,0.0091349480968858,0.4615384615384615,0.5882352941176471,0.1911412494347864,0.1358217669171354,0.1911412494347864,0.1358217669171354,0,0,31,3,0.05915111238126172
0.403076923076923,0.006996449704142,0.5247058823529412,0.0044069204152249,0.4615384615384615,0.5735294117647058,0.1572950955886325,0.1405276492700765,0.1572950955886325,0.1405276492700765,0,0,31,3,0.10003867458726738
0.4369230769230768,0.0093349112426035,0.5270588235294117,0.0085757785467128,0.5192307692307692,0.5882352941176471,0.1911412494347864,0.1381747080936061,0.1911412494347864,0.1381747080936061,0,0,31,3,0.08829382616333961
0.483076923076923,0.0082934911242603,0.5129411764705882,0.0108013840830449,0.5384615384615384,0.5882352941176471,0.2372950955886326,0.1522923551524295,0.2372950955886326,0.1522923551524295,0,0,31,3,0.0020815471583706053
0.4584615384615384,0.012298224852071,0.5,0.0111072664359861,0.5384615384615384,0.5735294117647058,0.212679710973248,0.1652335316230178,0.212679710973248,0.1652335316230178,0,0,31,3,0.007495824763219784
0.4476923076923076,0.0077372781065088,0.5423529411764707,0.0064069204152249,0.5384615384615384,0.5882352941176471,0.2019104802040172,0.122880590446547,0.2019104802040172,0.122880590446547,0,0,31,3,0.08752412309626655
0.4492307692307692,0.0104994082840236,0.5305882352941177,0.0064346020761245,0.5384615384615384,0.5882352941176471,0.2034489417424788,0.1346452963289001,0.2034489417424788,0.1346452963289001,0,0,31,3,0.0031692985138487115
0.4507692307692308,0.0097065088757396,0.5482352941176472,0.0112719723183391,0.5384615384615384,0.6323529411764706,0.2049874032809404,0.1169982375053706,0.2049874032809404,0.1169982375053706,0,0,31,3,0.0015695446672703897
0.4523076923076922,0.0126958579881656,0.5329411764705883,0.0119598615916955,0.5384615384615384,0.5882352941176471,0.2065258648194018,0.1322923551524295,0.2065258648194018,0.1322923551524295,0,0,31,3,0.30429399060921974
0.4507692307692307,0.0092331360946745,0.4976470588235294,0.0061190311418685,0.5384615384615384,0.5294117647058824,0.2049874032809403,0.1675864727994883,0.2049874032809403,0.1675864727994883,0,0,31,3,0.006452200874038168
0.4184615384615384,0.009978698224852,0.5388235294117647,0.0066934256055363,0.5192307692307692,0.5882352941176471,0.1726797109732479,0.1264100022112531,0.1726797109732479,0.1264100022112531,0,0,31,3,9.832078751188163e-09
0.4215384615384615,0.0083408284023668,0.548235294117647,0.0080885813148788,0.4615384615384615,0.5882352941176471,0.175756634050171,0.1169982375053707,0.175756634050171,0.1169982375053707,0,0,31,3,0.0027308741097651994
0.4215384615384616,0.0085775147928994,0.5388235294117647,0.0115377162629757,0.4615384615384615,0.5882352941176471,0.1757566340501711,0.1264100022112531,0.1757566340501711,0.1264100022112531,0,0,31,3,0.0037692061684457463
0.4338461538461539,0.0087005917159763,0.5152941176470588,0.0082435986159169,0.4615384615384615,0.5882352941176471,0.1880643263578634,0.149939413975959,0.1880643263578634,0.149939413975959,0,0,31,3,0.000863668668606591
0.4307692307692307,0.0115976331360946,0.5329411764705884,0.007115570934256,0.5384615384615384,0.5882352941176471,0.1849874032809403,0.1322923551524294,0.1849874032809403,0.1322923551524294,0,0,31,3,0.2379428359976743
0.4353846153846154,0.0072449704142011,0.5152941176470588,0.0063058823529411,0.5192307692307692,0.5882352941176471,0.189602787896325,0.149939413975959,0.189602787896325,0.149939413975959,0,0,31,3,0.002796096158679502
0.4523076923076922,0.011985798816568,0.5258823529411765,0.0065619377162629,0.5384615384615384,0.5882352941176471,0.2065258648194018,0.1393511786818413,0.2065258648194018,0.1393511786818413,0,0,31,3,0.11279016244840535
0.4184615384615384,0.0080852071005917,0.5317647058823529,0.0073301038062283,0.4615384615384615,0.5882352941176471,0.1726797109732479,0.1334688257406648,0.1726797109732479,0.1334688257406648,0,0,31,3,0.20905705700256008
0.4399999999999999,0.0106603550295857,0.5164705882352942,0.0062685121107266,0.5384615384615384,0.5882352941176471,0.1942181725117095,0.1487629433877235,0.1942181725117095,0.1487629433877235,0,0,31,3,0.369290499627305
0.4292307692307691,0.0090153846153846,0.5388235294117647,0.0129217993079584,0.4615384615384615,0.5882352941176471,0.1834489417424787,0.1264100022112531,0.1834489417424787,0.1264100022112531,0,0,31,3,0.0037404103247305003
0.4184615384615384,0.0116355029585798,0.5176470588235295,0.0066435986159169,0.4615384615384615,0.5882352941176471,0.1726797109732479,0.1475864727994883,0.1726797109732479,0.1475864727994883,0,0,31,3,0.14555047058699802
0.4199999999999999,0.0107005917159763,0.5258823529411765,0.0093301038062283,0.4615384615384615,0.5882352941176471,0.1742181725117095,0.1393511786818413,0.1742181725117095,0.1393511786818413,0,0,31,3,
