Start,Border,End,Score
1751710046325,1751710048825,1751710051325,0.0
1751710051325,1751710053825,1751710056325,0.0
1751710056325,1751710058825,1751710061325,0.0
1751710061325,1751710063825,1751710066325,0.0
1751710066325,1751710068825,1751710071325,0.0
1751710071325,1751710073825,1751710076325,0.0
1751710076325,1751710078825,1751710081325,0.0
1751710081325,1751710083825,1751710086325,0.0
1751710086325,1751710088825,1751710091325,0.0
1751710091325,1751710093825,1751710096325,0.0
1751710096325,1751710098825,1751710101325,0.0
1751710101325,1751710103825,1751710106325,0.0
1751710106325,1751710108825,1751710111325,0.0
1751710111325,1751710113825,1751710116325,0.0
1751710116325,1751710118825,1751710121325,0.0
1751710121325,1751710123825,1751710126325,0.0
1751710126325,1751710128825,1751710131325,0.0
1751710131325,1751710133825,1751710136325,0.0
1751710136325,1751710138825,1751710141325,0.0
1751710141325,1751710143825,1751710146325,0.0
1751710146325,1751710148825,1751710151325,0.0
1751710151325,1751710153825,1751710156325,0.0
1751710156325,1751710158825,1751710161325,0.0
1751710161325,1751710163825,1751710166325,0.0
1751710166325,1751710168825,1751710171325,0.0
1751710171325,1751710173825,1751710176325,0.0
1751710176325,1751710178825,1751710181325,0.0
1751710181325,1751710183825,1751710186325,0.0
1751710186325,1751710188825,1751710191325,0.0
1751710191325,1751710193825,1751710196325,0.0
1751710196325,1751710198825,1751710201325,0.0
1751710201325,1751710203825,1751710206325,0.0
1751710206325,1751710208825,1751710211325,0.0
1751710211325,1751710213825,1751710216325,0.0
1751710216325,1751710218825,1751710221325,0.0
1751710221325,1751710223825,1751710226325,0.0
1751710226325,1751710228825,1751710231325,0.0
1751710231325,1751710233825,1751710236325,0.0
1751710236325,1751710238825,1751710241325,0.0
1751710241325,1751710243825,1751710246325,0.0
1751710246325,1751710248825,1751710251325,0.0
1751710251325,1751710253825,1751710256325,0.0
1751710256325,1751710258825,1751710261325,0.0
1751710261325,1751710263825,1751710266325,0.0
1751710266325,1751710268825,1751710271325,0.0
1751710271325,1751710273825,1751710276325,0.0
1751710276325,1751710278825,1751710281325,0.0
1751710281325,1751710283825,1751710286325,0.0
1751710286325,1751710288825,1751710291325,0.0
1751710291325,1751710293825,1751710296325,0.0
1751710296325,1751710298825,1751710301325,0.0
1751710301325,1751710303825,1751710306325,0.0
1751710306325,1751710308825,1751710311325,0.0
1751710311325,1751710313825,1751710316325,0.0
1751710316325,1751710318825,1751710321325,0.0
1751710321325,1751710323825,1751710326325,0.0
1751710326325,1751710328825,1751710331325,0.0
1751710331325,1751710333825,1751710336325,0.0
1751710336325,1751710338825,1751710341325,0.0
1751710341325,1751710343825,1751710346325,0.0
1751710346325,1751710348825,1751710351325,0.0
1751710351325,1751710353825,1751710356325,0.0
1751710356325,1751710358825,1751710361325,0.0
1751710361325,1751710363825,1751710366325,0.0
1751710366325,1751710368825,1751710371325,0.0
1751710371325,1751710373825,1751710376325,0.0
1751710376325,1751710378825,1751710381325,0.0
1751710381325,1751710383825,1751710386325,0.0
1751710386325,1751710388825,1751710391325,0.0
1751710391325,1751710393825,1751710396325,0.0
1751710396325,1751710398825,1751710401325,0.0
1751710401325,1751710403825,1751710406325,0.0
1751710406325,1751710408825,1751710411325,0.0
1751710411325,1751710413825,1751710416325,0.0
1751710416325,1751710418825,1751710421325,0.0
1751710421325,1751710423825,1751710426325,0.0
1751710426325,1751710428825,1751710431325,0.0
1751710431325,1751710433825,1751710436325,0.0
1751710436325,1751710438825,1751710441325,0.0
1751710441325,1751710443825,1751710446325,0.0
1751710446325,1751710448825,1751710451325,0.0
1751710451325,1751710453825,1751710456325,0.0
1751710456325,1751710458825,1751710461325,0.0
1751710461325,1751710463825,1751710466325,0.0
1751710466325,1751710468825,1751710471325,0.0
1751710471325,1751710473825,1751710476325,0.0
1751710476325,1751710478825,1751710481325,0.0
1751710481325,1751710483825,1751710486325,0.0
1751710486325,1751710488825,1751710491325,0.0
1751710491325,1751710493825,1751710496325,0.0
1751710496325,1751710498825,1751710501325,0.0
1751710501325,1751710503825,1751710506325,0.0
1751710506325,1751710508825,1751710511325,0.0
1751710511325,1751710513825,1751710516325,0.0
1751710516325,1751710518825,1751710521325,0.0
1751710521325,1751710523825,1751710526325,0.0
1751710526325,1751710528825,1751710531325,0.0
1751710531325,1751710533825,1751710536325,0.0
1751710536325,1751710538825,1751710541325,0.0
1751710541325,1751710543825,1751710546325,0.0
1751710546325,1751710548825,1751710551325,0.0
1751710551325,1751710553825,1751710556325,0.0
1751710556325,1751710558825,1751710561325,0.0
1751710561325,1751710563825,1751710566325,0.0
1751710566325,1751710568825,1751710571325,0.0
1751710571325,1751710573825,1751710576325,0.0
1751710576325,1751710578825,1751710581325,0.0
1751710581325,1751710583825,1751710586325,0.0
1751710586325,1751710588825,1751710591325,0.0
