Start,Border,End,Score
1751710312025,1751710314525,1751710317025,0.0
1751710317025,1751710319525,1751710322025,0.0
1751710322025,1751710324525,1751710327025,0.0
1751710327025,1751710329525,1751710332025,0.0
1751710332025,1751710334525,1751710337025,0.0
1751710337025,1751710339525,1751710342025,0.0
1751710342025,1751710344525,1751710347025,0.0
1751710347025,1751710349525,1751710352025,0.0
1751710352025,1751710354525,1751710357025,0.0
1751710357025,1751710359525,1751710362025,0.0
1751710362025,1751710364525,1751710367025,0.0
1751710367025,1751710369525,1751710372025,0.0
1751710372025,1751710374525,1751710377025,0.0
1751710377025,1751710379525,1751710382025,0.0
1751710382025,1751710384525,1751710387025,0.0
1751710387025,1751710389525,1751710392025,0.0
1751710392025,1751710394525,1751710397025,0.0
1751710397025,1751710399525,1751710402025,0.0
1751710402025,1751710404525,1751710407025,0.0
1751710407025,1751710409525,1751710412025,0.0
1751710412025,1751710414525,1751710417025,0.0
