Start,Border,End,Score
1751710869425,1751710871925,1751710874425,0.0
1751710874425,1751710876925,1751710879425,0.0
1751710879425,1751710881925,1751710884425,0.0
1751710884425,1751710886925,1751710889425,0.0
1751710889425,1751710891925,1751710894425,0.0
1751710894425,1751710896925,1751710899425,0.0
1751710899425,1751710901925,1751710904425,0.0
1751710904425,1751710906925,1751710909425,0.0
1751710909425,1751710911925,1751710914425,0.0
1751710914425,1751710916925,1751710919425,0.0
1751710919425,1751710921925,1751710924425,0.0
1751710924425,1751710926925,1751710929425,0.0
1751710929425,1751710931925,1751710934425,0.0
1751710934425,1751710936925,1751710939425,0.0
1751710939425,1751710941925,1751710944425,0.0
1751710944425,1751710946925,1751710949425,0.0
1751710949425,1751710951925,1751710954425,0.0
1751710954425,1751710956925,1751710959425,0.0
1751710959425,1751710961925,1751710964425,0.0
1751710964425,1751710966925,1751710969425,0.0
1751710969425,1751710971925,1751710974425,0.0
1751710974425,1751710976925,1751710979425,0.0
1751710979425,1751710981925,1751710984425,0.0
1751710984425,1751710986925,1751710989425,0.0
1751710989425,1751710991925,1751710994425,0.0
1751710994425,1751710996925,1751710999425,0.0
1751710999425,1751711001925,1751711004425,0.0
1751711004425,1751711006925,1751711009425,0.0
1751711009425,1751711011925,1751711014425,0.0
1751711014425,1751711016925,1751711019425,0.0
1751711019425,1751711021925,1751711024425,0.0
