Start,Border,End,Score
1751711436625,1751711439125,1751711441625,0.0
1751711441625,1751711444125,1751711446625,0.0
1751711446625,1751711449125,1751711451625,0.0
1751711451625,1751711454125,1751711456625,0.0
1751711456625,1751711459125,1751711461625,0.0
1751711461625,1751711464125,1751711466625,0.0
1751711466625,1751711469125,1751711471625,0.0
1751711471625,1751711474125,1751711476625,0.0
1751711476625,1751711479125,1751711481625,0.0
1751711481625,1751711484125,1751711486625,0.0
1751711486625,1751711489125,1751711491625,0.0
1751711491625,1751711494125,1751711496625,0.0
1751711496625,1751711499125,1751711501625,0.0
1751711501625,1751711504125,1751711506625,0.0
1751711506625,1751711509125,1751711511625,0.0
1751711511625,1751711514125,1751711516625,0.0
1751711516625,1751711519125,1751711521625,0.0
1751711521625,1751711524125,1751711526625,0.0
1751711526625,1751711529125,1751711531625,0.0
1751711531625,1751711534125,1751711536625,0.0
1751711536625,1751711539125,1751711541625,0.0
1751711541625,1751711544125,1751711546625,0.0
1751711546625,1751711549125,1751711551625,0.0
1751711551625,1751711554125,1751711556625,0.0
1751711556625,1751711559125,1751711561625,0.0
1751711561625,1751711564125,1751711566625,0.0
1751711566625,1751711569125,1751711571625,0.0
1751711571625,1751711574125,1751711576625,0.0
1751711576625,1751711579125,1751711581625,0.0
1751711581625,1751711584125,1751711586625,0.0
1751711586625,1751711589125,1751711591625,0.0
1751711591625,1751711594125,1751711596625,0.0
1751711596625,1751711599125,1751711601625,0.0
1751711601625,1751711604125,1751711606625,0.0
1751711606625,1751711609125,1751711611625,0.0
