Start,Border,End,Score
1751711137525,1751711140025,1751711142525,0.0
1751711142525,1751711145025,1751711147525,0.0
1751711147525,1751711150025,1751711152525,0.0
1751711152525,1751711155025,1751711157525,0.0
1751711157525,1751711160025,1751711162525,0.0
1751711162525,1751711165025,1751711167525,0.0
1751711167525,1751711170025,1751711172525,0.0
1751711172525,1751711175025,1751711177525,0.0
1751711177525,1751711180025,1751711182525,0.0
1751711182525,1751711185025,1751711187525,0.0
1751711187525,1751711190025,1751711192525,0.0
1751711192525,1751711195025,1751711197525,0.0
1751711197525,1751711200025,1751711202525,0.0
1751711202525,1751711205025,1751711207525,0.0
1751711207525,1751711210025,1751711212525,0.0
1751711212525,1751711215025,1751711217525,0.0
1751711217525,1751711220025,1751711222525,0.0
1751711222525,1751711225025,1751711227525,0.0
1751711227525,1751711230025,1751711232525,0.0
1751711232525,1751711235025,1751711237525,0.0
1751711237525,1751711240025,1751711242525,0.0
1751711242525,1751711245025,1751711247525,0.0
1751711247525,1751711250025,1751711252525,0.0
1751711252525,1751711255025,1751711257525,0.0
1751711257525,1751711260025,1751711262525,0.0
1751711262525,1751711265025,1751711267525,0.0
1751711267525,1751711270025,1751711272525,0.0
1751711272525,1751711275025,1751711277525,0.0
1751711277525,1751711280025,1751711282525,0.0
1751711282525,1751711285025,1751711287525,0.0
1751711287525,1751711290025,1751711292525,0.0
1751711292525,1751711295025,1751711297525,0.0
1751711297525,1751711300025,1751711302525,0.0
1751711302525,1751711305025,1751711307525,0.0
1751711307525,1751711310025,1751711312525,0.0
