Start,Border,End,Score
1751710550625,1751710553125,1751710555625,0.0
1751710555625,1751710558125,1751710560625,0.0
1751710560625,1751710563125,1751710565625,0.0
1751710565625,1751710568125,1751710570625,0.0
1751710570625,1751710573125,1751710575625,0.0
1751710575625,1751710578125,1751710580625,0.0
1751710580625,1751710583125,1751710585625,0.0
1751710585625,1751710588125,1751710590625,0.0
1751710590625,1751710593125,1751710595625,0.0
1751710595625,1751710598125,1751710600625,0.0
1751710600625,1751710603125,1751710605625,0.0
1751710605625,1751710608125,1751710610625,0.0
1751710610625,1751710613125,1751710615625,0.0
1751710615625,1751710618125,1751710620625,0.0
1751710620625,1751710623125,1751710625625,0.0
1751710625625,1751710628125,1751710630625,0.0
1751710630625,1751710633125,1751710635625,0.0
1751710635625,1751710638125,1751710640625,0.0
1751710640625,1751710643125,1751710645625,0.0
1751710645625,1751710648125,1751710650625,0.0
1751710650625,1751710653125,1751710655625,0.0
1751710655625,1751710658125,1751710660625,0.0
1751710660625,1751710663125,1751710665625,0.0
1751710665625,1751710668125,1751710670625,0.0
1751710670625,1751710673125,1751710675625,0.0
1751710675625,1751710678125,1751710680625,0.0
1751710680625,1751710683125,1751710685625,0.0
1751710685625,1751710688125,1751710690625,0.0
1751710690625,1751710693125,1751710695625,0.0
1751710695625,1751710698125,1751710700625,0.0
1751710700625,1751710703125,1751710705625,0.0
1751710705625,1751710708125,1751710710625,0.0
1751710710625,1751710713125,1751710715625,0.0
1751710715625,1751710718125,1751710720625,0.0
1751710720625,1751710723125,1751710725625,0.0
1751710725625,1751710728125,1751710730625,0.0
1751710730625,1751710733125,1751710735625,0.0
1751710735625,1751710738125,1751710740625,0.0
