Start,Border,End,Score
1751709909125,1751709911625,1751709914125,0.9999999999883982
1751709914125,1751709916625,1751709919125,0.9999999999883982
1751709919125,1751709921625,1751709924125,0.875782170137043
1751709924125,1751709926625,1751709929125,0.0
1751709929125,1751709931625,1751709934125,1.0
1751709934125,1751709936625,1751709939125,1.0
1751709939125,1751709941625,1751709944125,1.0
1751709944125,1751709946625,1751709949125,1.0
1751709949125,1751709951625,1751709954125,1.0
1751709954125,1751709956625,1751709959125,1.0
1751709959125,1751709961625,1751709964125,1.0
1751709964125,1751709966625,1751709969125,1.0
1751709969125,1751709971625,1751709974125,1.0
1751709974125,1751709976625,1751709979125,1.0
1751709979125,1751709981625,1751709984125,1.0
1751709984125,1751709986625,1751709989125,1.0
1751709989125,1751709991625,1751709994125,1.0
1751709994125,1751709996625,1751709999125,1.0
1751709999125,1751710001625,1751710004125,1.0
1751710004125,1751710006625,1751710009125,1.0
1751710009125,1751710011625,1751710014125,1.0
1751710014125,1751710016625,1751710019125,1.0
1751710019125,1751710021625,1751710024125,1.0
1751710024125,1751710026625,1751710029125,1.0
1751710029125,1751710031625,1751710034125,1.0
1751710034125,1751710036625,1751710039125,1.0
1751710039125,1751710041625,1751710044125,1.0
1751710044125,1751710046625,1751710049125,1.0
1751710049125,1751710051625,1751710054125,1.0
1751710054125,1751710056625,1751710059125,1.0
1751710059125,1751710061625,1751710064125,1.0
1751710064125,1751710066625,1751710069125,1.0
1751710069125,1751710071625,1751710074125,1.0
1751710074125,1751710076625,1751710079125,1.0
1751710079125,1751710081625,1751710084125,1.0
1751710084125,1751710086625,1751710089125,1.0
1751710089125,1751710091625,1751710094125,1.0
1751710094125,1751710096625,1751710099125,1.0
1751710099125,1751710101625,1751710104125,1.0
1751710104125,1751710106625,1751710109125,1.0
1751710109125,1751710111625,1751710114125,1.0
1751710114125,1751710116625,1751710119125,1.0
1751710119125,1751710121625,1751710124125,1.0
1751710124125,1751710126625,1751710129125,1.0
1751710129125,1751710131625,1751710134125,1.0
1751710134125,1751710136625,1751710139125,1.0
1751710139125,1751710141625,1751710144125,1.0
1751710144125,1751710146625,1751710149125,1.0
1751710149125,1751710151625,1751710154125,1.0
1751710154125,1751710156625,1751710159125,1.0
1751710159125,1751710161625,1751710164125,1.0
1751710164125,1751710166625,1751710169125,1.0
1751710169125,1751710171625,1751710174125,1.0
1751710174125,1751710176625,1751710179125,1.0
1751710179125,1751710181625,1751710184125,1.0
1751710184125,1751710186625,1751710189125,1.0
1751710189125,1751710191625,1751710194125,1.0
1751710194125,1751710196625,1751710199125,1.0
1751710199125,1751710201625,1751710204125,1.0
1751710204125,1751710206625,1751710209125,1.0
1751710209125,1751710211625,1751710214125,1.0
1751710214125,1751710216625,1751710219125,1.0
1751710219125,1751710221625,1751710224125,1.0
1751710224125,1751710226625,1751710229125,1.0
1751710229125,1751710231625,1751710234125,1.0
1751710234125,1751710236625,1751710239125,1.0
1751710239125,1751710241625,1751710244125,1.0
1751710244125,1751710246625,1751710249125,1.0
1751710249125,1751710251625,1751710254125,1.0
1751710254125,1751710256625,1751710259125,1.0
1751710259125,1751710261625,1751710264125,1.0
1751710264125,1751710266625,1751710269125,1.0
1751710269125,1751710271625,1751710274125,1.0
1751710274125,1751710276625,1751710279125,1.0
1751710279125,1751710281625,1751710284125,1.0
1751710284125,1751710286625,1751710289125,1.0
1751710289125,1751710291625,1751710294125,1.0
1751710294125,1751710296625,1751710299125,1.0
1751710299125,1751710301625,1751710304125,1.0
1751710304125,1751710306625,1751710309125,1.0
1751710309125,1751710311625,1751710314125,1.0
1751710314125,1751710316625,1751710319125,1.0
1751710319125,1751710321625,1751710324125,1.0
1751710324125,1751710326625,1751710329125,1.0
1751710329125,1751710331625,1751710334125,1.0
1751710334125,1751710336625,1751710339125,1.0
1751710339125,1751710341625,1751710344125,1.0
1751710344125,1751710346625,1751710349125,1.0
1751710349125,1751710351625,1751710354125,1.0
1751710354125,1751710356625,1751710359125,1.0
1751710359125,1751710361625,1751710364125,1.0
1751710364125,1751710366625,1751710369125,1.0
1751710369125,1751710371625,1751710374125,1.0
1751710374125,1751710376625,1751710379125,1.0
1751710379125,1751710381625,1751710384125,1.0
1751710384125,1751710386625,1751710389125,1.0
1751710389125,1751710391625,1751710394125,1.0
