,Time_series,GSR,HR,timestamp,time2,subject,video_id
0,2112262,568,513,1753444277978,2025-07-25 17:21:17.978948+05:30,5,6
1,2112363,567,513,1753444278079,2025-07-25 17:21:18.079907+05:30,5,6
2,2112463,567,512,1753444278180,2025-07-25 17:21:18.180951+05:30,5,6
3,2112565,567,512,1753444278281,2025-07-25 17:21:18.281760+05:30,5,6
4,2112666,568,514,1753444278382,2025-07-25 17:21:18.382525+05:30,5,6
5,2112766,566,516,1753444278483,2025-07-25 17:21:18.483416+05:30,5,6
6,2112868,568,514,1753444278584,2025-07-25 17:21:18.584332+05:30,5,6
7,2112968,568,514,1753444278685,2025-07-25 17:21:18.685097+05:30,5,6
8,2113070,565,511,1753444278786,2025-07-25 17:21:18.786010+05:30,5,6
9,2113170,569,512,1753444278886,2025-07-25 17:21:18.886834+05:30,5,6
10,2113271,566,512,1753444278987,2025-07-25 17:21:18.987784+05:30,5,6
11,2113372,566,515,1753444279088,2025-07-25 17:21:19.088514+05:30,5,6
12,2113473,568,515,1753444279189,2025-07-25 17:21:19.189608+05:30,5,6
13,2113573,567,514,1753444279290,2025-07-25 17:21:19.290372+05:30,5,6
14,2113675,566,511,1753444279391,2025-07-25 17:21:19.391305+05:30,5,6
15,2113775,566,512,1753444279492,2025-07-25 17:21:19.492197+05:30,5,6
16,2113876,568,512,1753444279593,2025-07-25 17:21:19.593013+05:30,5,6
17,2113977,568,512,1753444279693,2025-07-25 17:21:19.693919+05:30,5,6
18,2114078,567,515,1753444279794,2025-07-25 17:21:19.794843+05:30,5,6
19,2114179,567,516,1753444279895,2025-07-25 17:21:19.895617+05:30,5,6
20,2114280,567,513,1753444279996,2025-07-25 17:21:19.996556+05:30,5,6
21,2114380,567,513,1753444280097,2025-07-25 17:21:20.097405+05:30,5,6
22,2114482,570,513,1753444280198,2025-07-25 17:21:20.198333+05:30,5,6
23,2114582,568,513,1753444280299,2025-07-25 17:21:20.299165+05:30,5,6
24,2114683,569,512,1753444280400,2025-07-25 17:21:20.400130+05:30,5,6
25,2114784,567,515,1753444280500,2025-07-25 17:21:20.500842+05:30,5,6
26,2114885,569,513,1753444280602,2025-07-25 17:21:20.602005+05:30,5,6
27,2114985,566,513,1753444280703,2025-07-25 17:21:20.703012+05:30,5,6
28,2115087,568,511,1753444280803,2025-07-25 17:21:20.803630+05:30,5,6
29,2115187,566,512,1753444280904,2025-07-25 17:21:20.904508+05:30,5,6
30,2115289,566,512,1753444281005,2025-07-25 17:21:21.005454+05:30,5,6
31,2115389,566,511,1753444281106,2025-07-25 17:21:21.106171+05:30,5,6
32,2115490,567,516,1753444281207,2025-07-25 17:21:21.207104+05:30,5,6
33,2115591,566,513,1753444281308,2025-07-25 17:21:21.308110+05:30,5,6
34,2115692,565,513,1753444281408,2025-07-25 17:21:21.408802+05:30,5,6
35,2115793,566,513,1753444281509,2025-07-25 17:21:21.509711+05:30,5,6
36,2115894,567,511,1753444281610,2025-07-25 17:21:21.610620+05:30,5,6
37,2115995,566,511,1753444281711,2025-07-25 17:21:21.711459+05:30,5,6
38,2116096,566,512,1753444281812,2025-07-25 17:21:21.812468+05:30,5,6
39,2116197,567,515,1753444281913,2025-07-25 17:21:21.913328+05:30,5,6
40,2116297,568,514,1753444282014,2025-07-25 17:21:22.014003+05:30,5,6
41,2116399,569,510,1753444282115,2025-07-25 17:21:22.114997+05:30,5,6
42,2116499,568,512,1753444282215,2025-07-25 17:21:22.215818+05:30,5,6
43,2116600,567,511,1753444282316,2025-07-25 17:21:22.316810+05:30,5,6
44,2116701,568,511,1753444282417,2025-07-25 17:21:22.417683+05:30,5,6
45,2116802,568,512,1753444282518,2025-07-25 17:21:22.518463+05:30,5,6
46,2116902,568,513,1753444282619,2025-07-25 17:21:22.619445+05:30,5,6
47,2117004,568,515,1753444282720,2025-07-25 17:21:22.720247+05:30,5,6
48,2117104,568,510,1753444282821,2025-07-25 17:21:22.821177+05:30,5,6
49,2117206,567,513,1753444282922,2025-07-25 17:21:22.922130+05:30,5,6
50,2117306,567,512,1753444283022,2025-07-25 17:21:23.022843+05:30,5,6
51,2117407,567,510,1753444283123,2025-07-25 17:21:23.123854+05:30,5,6
52,2117508,567,512,1753444283224,2025-07-25 17:21:23.224884+05:30,5,6
53,2117609,567,512,1753444283325,2025-07-25 17:21:23.325612+05:30,5,6
54,2117709,567,512,1753444283426,2025-07-25 17:21:23.426515+05:30,5,6
55,2117811,567,514,1753444283527,2025-07-25 17:21:23.527467+05:30,5,6
56,2117911,568,513,1753444283628,2025-07-25 17:21:23.628286+05:30,5,6
57,2118012,565,511,1753444283729,2025-07-25 17:21:23.729243+05:30,5,6
58,2118113,567,512,1753444283830,2025-07-25 17:21:23.830112+05:30,5,6
59,2118214,567,512,1753444283931,2025-07-25 17:21:23.931243+05:30,5,6
60,2118315,569,510,1753444284031,2025-07-25 17:21:24.031784+05:30,5,6
61,2118416,567,512,1753444284132,2025-07-25 17:21:24.132859+05:30,5,6
62,2118516,567,512,1753444284233,2025-07-25 17:21:24.233413+05:30,5,6
63,2118618,567,514,1753444284334,2025-07-25 17:21:24.334363+05:30,5,6
64,2118719,567,513,1753444284435,2025-07-25 17:21:24.435274+05:30,5,6
65,2118819,570,513,1753444284536,2025-07-25 17:21:24.536227+05:30,5,6
66,2118921,568,513,1753444284636,2025-07-25 17:21:24.636919+05:30,5,6
67,2119021,568,513,1753444284737,2025-07-25 17:21:24.737796+05:30,5,6
68,2119122,569,511,1753444284838,2025-07-25 17:21:24.838771+05:30,5,6
69,2119223,569,512,1753444284939,2025-07-25 17:21:24.939745+05:30,5,6
70,2119324,568,512,1753444285040,2025-07-25 17:21:25.040576+05:30,5,6
71,2119425,568,513,1753444285141,2025-07-25 17:21:25.141440+05:30,5,6
72,2119526,568,513,1753444285242,2025-07-25 17:21:25.242348+05:30,5,6
73,2119626,569,512,1753444285343,2025-07-25 17:21:25.343142+05:30,5,6
74,2119728,568,513,1753444285444,2025-07-25 17:21:25.444083+05:30,5,6
75,2119828,568,513,1753444285544,2025-07-25 17:21:25.544898+05:30,5,6
76,2119929,568,512,1753444285645,2025-07-25 17:21:25.645757+05:30,5,6
