,Time_series,GSR,HR,timestamp,time2,subject,video_id
0,918163,518,516,1754737677543,2025-08-09 16:37:57.543869+05:30,32,6
1,918263,519,512,1754737677644,2025-08-09 16:37:57.644821+05:30,32,6
2,918365,519,508,1754737677745,2025-08-09 16:37:57.745629+05:30,32,6
3,918465,522,509,1754737677846,2025-08-09 16:37:57.846392+05:30,32,6
4,918566,521,510,1754737677947,2025-08-09 16:37:57.947278+05:30,32,6
5,918667,521,516,1754737678048,2025-08-09 16:37:58.048056+05:30,32,6
6,918768,522,517,1754737678148,2025-08-09 16:37:58.148924+05:30,32,6
7,918868,522,517,1754737678249,2025-08-09 16:37:58.249784+05:30,32,6
8,918970,523,507,1754737678350,2025-08-09 16:37:58.350723+05:30,32,6
9,919070,522,511,1754737678451,2025-08-09 16:37:58.451526+05:30,32,6
10,919172,524,510,1754737678552,2025-08-09 16:37:58.552335+05:30,32,6
11,919272,522,509,1754737678653,2025-08-09 16:37:58.653120+05:30,32,6
12,919372,522,509,1754737678753,2025-08-09 16:37:58.753972+05:30,32,6
13,919474,522,510,1754737678854,2025-08-09 16:37:58.854810+05:30,32,6
14,919574,522,524,1754737678955,2025-08-09 16:37:58.955566+05:30,32,6
15,919675,521,512,1754737679056,2025-08-09 16:37:59.056427+05:30,32,6
16,919776,521,503,1754737679157,2025-08-09 16:37:59.157268+05:30,32,6
17,919877,520,516,1754737679258,2025-08-09 16:37:59.258113+05:30,32,6
18,919977,521,511,1754737679358,2025-08-09 16:37:59.358988+05:30,32,6
19,920079,521,508,1754737679459,2025-08-09 16:37:59.459823+05:30,32,6
20,920179,521,510,1754737679560,2025-08-09 16:37:59.560597+05:30,32,6
21,920281,520,514,1754737679661,2025-08-09 16:37:59.661494+05:30,32,6
22,920381,521,522,1754737679762,2025-08-09 16:37:59.762308+05:30,32,6
23,920482,523,508,1754737679863,2025-08-09 16:37:59.863161+05:30,32,6
24,920583,521,505,1754737679964,2025-08-09 16:37:59.964032+05:30,32,6
25,920684,521,517,1754737680064,2025-08-09 16:38:00.064852+05:30,32,6
26,920784,522,510,1754737680165,2025-08-09 16:38:00.165614+05:30,32,6
27,920886,522,508,1754737680266,2025-08-09 16:38:00.266475+05:30,32,6
28,920986,522,510,1754737680367,2025-08-09 16:38:00.367296+05:30,32,6
29,921088,521,509,1754737680468,2025-08-09 16:38:00.468099+05:30,32,6
30,921188,522,526,1754737680568,2025-08-09 16:38:00.568980+05:30,32,6
31,921288,524,512,1754737680669,2025-08-09 16:38:00.669872+05:30,32,6
32,921390,523,507,1754737680770,2025-08-09 16:38:00.770654+05:30,32,6
33,921490,524,513,1754737680871,2025-08-09 16:38:00.871484+05:30,32,6
34,921591,522,503,1754737680972,2025-08-09 16:38:00.972305+05:30,32,6
35,921692,522,515,1754737681073,2025-08-09 16:38:01.073277+05:30,32,6
36,921793,522,504,1754737681174,2025-08-09 16:38:01.174067+05:30,32,6
37,921893,523,525,1754737681274,2025-08-09 16:38:01.274926+05:30,32,6
38,921995,523,515,1754737681375,2025-08-09 16:38:01.375897+05:30,32,6
39,922095,522,508,1754737681476,2025-08-09 16:38:01.476578+05:30,32,6
40,922196,521,515,1754737681577,2025-08-09 16:38:01.577406+05:30,32,6
41,922297,523,508,1754737681678,2025-08-09 16:38:01.678199+05:30,32,6
42,922398,522,510,1754737681779,2025-08-09 16:38:01.779095+05:30,32,6
