GSR_mean,GSR_variance,HR_mean,HR_variance,75_percentile_GSR,75_percentile_HR,GSRmean_persen_diff,HRmean_persent_diff,GSRmean_diff,HRmean_diff,valence_acc_video,arousal_acc_video,P_id,video_id,Score,time,valence,arousal,videoID,start_time,end_time,probe
0.4103174603174602,0.0010663895187704,0.4857971014492753,0.0122263390044108,0.4365079365079365,0.532608695652174,0.2494105709949876,0.2394127648944021,0.2494105709949876,0.2394127648944021,0,1,30,7,0.4477001332839525,1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,1
0.3631746031746031,9.211388259007292e-05,0.4689855072463768,0.0049633270321361,0.365079365079365,0.5036231884057971,0.2965534281378447,0.2562243590973007,0.2965534281378447,0.2562243590973007,0,1,30,7,0.815357281218434,1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,1
0.401111111111111,0.0002172083648274,0.4742028985507245,0.0041171182524679,0.4126984126984127,0.4782608695652174,0.2586169202013368,0.2510069677929529,0.2586169202013368,0.2510069677929529,0,1,30,7,0.6057465096032191,1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,1
0.4360317460317459,0.000159763164525,0.4684057971014493,0.0049018273471959,0.4444444444444444,0.4927536231884058,0.2236962852807019,0.2568040692422281,0.2236962852807019,0.2568040692422281,0,1,30,7,0.5835565333439717,1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,1
0.4673015873015872,0.0001527840765935,0.4759420289855072,0.0037753413148498,0.4761904761904761,0.4927536231884058,0.1924264440108606,0.2492678373581702,0.1924264440108606,0.2492678373581702,0,1,30,7,0.5480447122865654,1754641865041.25,5.0,5.6675,7.0,1754641860681.0,1754641865681.0,0
0.4990476190476191,0.0002182917611489,0.4695652173913043,0.0049149338374291,0.5079365079365079,0.5036231884057971,0.1606804122648287,0.2556446489523731,0.1606804122648287,0.2556446489523731,0,1,30,7,0.2860548772452393,1754641866271.6667,5.0,6.6000000000000005,7.0,1754641865682.0,1754641870682.0,0
0.523968253968254,0.000144847568657,0.4779710144927536,0.0045577819785759,0.5317460317460317,0.5217391304347826,0.1357597773441938,0.2472388518509238,0.1357597773441938,0.2472388518509238,0,1,30,7,0.4393043113902368,1754641866271.6667,5.0,6.6000000000000005,7.0,1754641865682.0,1754641870682.0,0
0.548888888888889,0.0001117661879566,0.4692753623188405,0.0036369670237345,0.5555555555555556,0.5036231884057971,0.1108391424235588,0.2559345040248369,0.1108391424235588,0.2559345040248369,0,1,30,7,0.9827892163405338,1754641880315.0,4.466666666666666,6.87,7.0,1754641875684.0,1754641880684.0,0
0.4885714285714285,0.0001465356512975,0.4779710144927536,0.0068346145767695,0.492063492063492,0.5181159420289855,0.1711566027410193,0.2472388518509238,0.1711566027410193,0.2472388518509238,0,1,30,7,0.3133481867308347,1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,0
0.5047619047619046,6.298815822625388e-05,0.4721739130434783,0.0026136525939928,0.5079365079365079,0.4927536231884058,0.1549661265505432,0.2530359533001992,0.1549661265505432,0.2530359533001992,0,1,30,7,0.3934736674788331,1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,0
0.5244444444444445,0.0001129755605946,0.4681159420289855,0.0015731989077924,0.5317460317460317,0.4891304347826087,0.1352835868680033,0.2570939243146919,0.1352835868680033,0.2570939243146919,0,1,30,7,0.3857766758560507,1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,0
0.5477777777777777,0.0001095742000503,0.4765217391304347,0.0018537282083595,0.5555555555555556,0.4927536231884058,0.1119502535346701,0.2486881272132427,0.1119502535346701,0.2486881272132427,0,1,30,7,0.0671611102805071,1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,0
0.5415873015873016,0.0002558830939783,0.4652173913043477,0.0018924595673177,0.5555555555555556,0.4782608695652174,0.1181407297251462,0.2599924750393297,0.1181407297251462,0.2599924750393297,0,1,30,7,0.2859965671950784,1754641902377.375,2.66625,7.8675,7.0,1754641900689.0,1754641905689.0,0
0.4688888888888888,0.0035697656840513,0.4747826086956522,0.000576013442554,0.5158730158730159,0.4927536231884058,0.1908391424235589,0.2504272576480252,0.1908391424235589,0.2504272576480252,0,1,30,7,0.7162138072692016,1754641908031.5,1.935,8.47,7.0,1754641905690.0,1754641910690.0,0
0.3231746031746031,0.0002470143613,0.4663768115942029,0.0010643982356647,0.3333333333333333,0.4782608695652174,0.3365534281378446,0.2588330547494745,0.3365534281378446,0.2588330547494745,0,1,30,7,0.1925539557192134,1754641908031.5,1.935,8.47,7.0,1754641905690.0,1754641910690.0,0
