User,Threshold_0.1,Threshold_0.2,Threshold_0.30000000000000004,Threshold_0.4,Threshold_0.5,Threshold_0.6000000000000001,Threshold_0.7000000000000001,Threshold_0.8,Threshold_0.9
1,0.8666666377777787,0.6999999766666675,0.4666666511111116,0.3999999866666671,0.6333333122222229,0.4666666511111116,0.19999999333333354,0.16666666111111128,0.13333332888888902
2,0.28888888246913597,0.46666665629629656,0.1555555520987655,0.1555555520987655,0.1555555520987655,0.2444444390123458,0.06666666518518523,0.06666666518518523,0.0
3,0.6938775368596422,0.6326530483132031,0.6530612111620161,0.8979591653477722,0.2653061170345691,0.12244897709287803,0.20408162848813005,0.06122448854643901,0.10204081424406503
4,0.2820512748191981,0.3076922998027616,0.17948717488494426,0.0769230749506904,0.05128204996712693,0.0769230749506904,0.12820512491781733,0.20512819986850772,0.0
5,0.37837836815193604,0.1351351314828343,0.2972972892622354,0.18918918407596802,0.37837836815193604,0.1351351314828343,0.054054052593133714,0.10810810518626743,0.027027026296566857
6,0.02941176384083048,0.5294117491349486,0.0,0.08823529152249143,0.0,0.0,0.0,0.0,0.0
7,0.18604650730124403,0.04651162682531101,0.37209301460248806,0.0,0.06976744023796651,0.06976744023796651,0.0,0.023255813412655504,0.0
8,0.3448275743162905,0.27586205945303244,0.3103448168846615,0.034482757431629055,0.034482757431629055,0.0,0.3103448168846615,0.06896551486325811,0.0
9,0.5777777649382719,0.19999999555555567,0.04444444345679015,0.11111110864197538,0.19999999555555567,0.022222221728395074,0.022222221728395074,0.022222221728395074,0.06666666518518523
10,0.44117645761245716,0.61764704065744,0.4999999852941181,0.4999999852941181,0.7058823321799315,0.2941176384083048,0.5294117491349486,0.41176469377162667,0.20588234688581333
11,0.15999999360000025,0.03999999840000006,0.0,0.03999999840000006,0.03999999840000006,0.0,0.19999999200000032,0.0,0.0
12,0.2765957387958354,0.0,0.0,0.23404254821186068,0.0,0.0,0.0,0.0,0.021276595291987336
13,0.31578946537396146,0.4473684092797787,0.34210525415512494,0.31578946537396146,0.31578946537396146,0.26315788781163457,0.34210525415512494,0.26315788781163457,0.15789473268698073
14,0.0,0.1388888850308643,0.08333333101851859,0.1388888850308643,0.05555555401234573,0.0,0.0,0.05555555401234573,0.08333333101851859
15,0.46666665629629656,0.19999999555555567,0.4888888780246916,0.2666666607407409,0.37777776938271623,0.4444444345679015,0.0888888869135803,0.11111110864197538,0.28888888246913597
