time,valence,arousal,videoID,start_time,end_time,P_id,probe
1754566804508.0,5.0,5.0,5.0,1754566804508.0,1754566809508.0,25,1
1754566813836.0,5.27,5.0,5.0,1754566809509.0,1754566814509.0,25,0
1754566814780.0,5.53,5.0,5.0,1754566814510.0,1754566819510.0,25,0
1754566822598.6667,5.53,4.466666666666666,5.0,1754566819511.0,1754566824511.0,25,0
1754566827564.6667,5.933333333333334,4.733333333333333,5.0,1754566824512.0,1754566829512.0,25,0
1754566831306.4,7.08,5.054,5.0,1754566829513.0,1754566834513.0,25,0
1754566837483.8,7.562,5.906000000000001,5.0,1754566834514.0,1754566839514.0,25,0
1754566837483.8,7.562,5.906000000000001,5.0,1754566834514.0,1754566839514.0,25,0
1754566837483.8,7.562,5.906000000000001,5.0,1754566834514.0,1754566839514.0,25,0
1754566837483.8,7.562,5.906000000000001,5.0,1754566834514.0,1754566839514.0,25,0
1754566837483.8,7.562,5.906000000000001,5.0,1754566834514.0,1754566839514.0,25,0
1754566863254.0,7.93,6.33,5.0,1754566859519.0,1754566864519.0,25,0
1754566863254.0,7.93,6.33,5.0,1754566859519.0,1754566864519.0,25,0
1754566863254.0,7.93,6.33,5.0,1754566859519.0,1754566864519.0,25,0
1754566863254.0,7.93,6.33,5.0,1754566859519.0,1754566864519.0,25,0
1754566863254.0,7.93,6.33,5.0,1754566859519.0,1754566864519.0,25,0
1754566887757.5,8.065,6.07,5.0,1754566884524.0,1754566889524.0,25,0
1754566892872.75,8.2675,6.1325,5.0,1754566889525.0,1754566894525.0,25,0
1754566892872.75,8.2675,6.1325,5.0,1754566889525.0,1754566894525.0,25,0
1754566892872.75,8.2675,6.1325,5.0,1754566889525.0,1754566894525.0,25,0
1754566892872.75,8.2675,6.1325,5.0,1754566889525.0,1754566894525.0,25,0
1754566892872.75,8.2675,6.1325,5.0,1754566889525.0,1754566894525.0,25,0
1754566892872.75,8.2675,6.1325,5.0,1754566889525.0,1754566894525.0,25,0
1754566892872.75,8.2675,6.1325,5.0,1754566889525.0,1754566894525.0,25,0
1754566927209.5,8.47,5.6675,5.0,1754566924532.0,1754566929532.0,25,0
1754566932395.8572,8.47,4.2,5.0,1754566929533.0,1754566934533.0,25,0
1754566938030.0,8.73,3.4,5.0,1754566934534.0,1754566939534.0,25,0
1754566938030.0,8.73,3.4,5.0,1754566934534.0,1754566939534.0,25,0
1754566938030.0,8.73,3.4,5.0,1754566934534.0,1754566939534.0,25,0
