time,valence,arousal,videoID,start_time,end_time,P_id,probe
1755167128997.0,5.0,5.0,2.0,1755167128997.0,1755167133997.0,35,1
1755167128997.0,5.0,5.0,2.0,1755167128997.0,1755167133997.0,35,1
1755167128997.0,5.0,5.0,2.0,1755167128997.0,1755167133997.0,35,1
1755167128997.0,5.0,5.0,2.0,1755167128997.0,1755167133997.0,35,1
1755167152875.0,5.4,5.0,2.0,1755167149001.0,1755167154001.0,35,0
1755167157834.5,5.133333333333334,4.465,2.0,1755167154002.0,1755167159002.0,35,0
1755167161772.5715,5.0,2.867142857142857,2.0,1755167159003.0,1755167164003.0,35,1
1755167161772.5715,5.0,2.867142857142857,2.0,1755167159003.0,1755167164003.0,35,1
1755167172078.111,4.465555555555556,2.5700000000000003,2.0,1755167169005.0,1755167174005.0,35,1
1755167175311.8,4.2,1.8,2.0,1755167174006.0,1755167179006.0,35,1
1755167175311.8,4.2,1.8,2.0,1755167174006.0,1755167179006.0,35,1
1755167185760.5,4.335,1.53,2.0,1755167184008.0,1755167189008.0,35,1
1755167185760.5,4.335,1.53,2.0,1755167184008.0,1755167189008.0,35,1
1755167185760.5,4.335,1.53,2.0,1755167184008.0,1755167189008.0,35,1
1755167185760.5,4.335,1.53,2.0,1755167184008.0,1755167189008.0,35,1
1755167206805.3333,4.82,1.71,2.0,1755167204012.0,1755167209012.0,35,1
1755167209924.0,5.2025,2.1325000000000003,2.0,1755167209013.0,1755167214013.0,35,0
1755167209924.0,5.2025,2.1325000000000003,2.0,1755167209013.0,1755167214013.0,35,0
1755167209924.0,5.2025,2.1325000000000003,2.0,1755167209013.0,1755167214013.0,35,0
1755167209924.0,5.2025,2.1325000000000003,2.0,1755167209013.0,1755167214013.0,35,0
1755167209924.0,5.2025,2.1325000000000003,2.0,1755167209013.0,1755167214013.0,35,0
1755167209924.0,5.2025,2.1325000000000003,2.0,1755167209013.0,1755167214013.0,35,0
1755167241204.0,3.9328571428571424,2.3300000000000005,2.0,1755167239019.0,1755167244019.0,35,1
1755167247575.75,2.9350000000000005,2.8,2.0,1755167244020.0,1755167249020.0,35,1
1755167251791.6428,2.238571428571429,4.561428571428571,2.0,1755167249021.0,1755167254021.0,35,1
1755167255461.25,1.135,5.9350000000000005,2.0,1755167254022.0,1755167259022.0,35,0
1755167263609.0,1.53,5.8,2.0,1755167259023.0,1755167264023.0,35,0
1755167263609.0,1.53,5.8,2.0,1755167259023.0,1755167264023.0,35,0
1755167263609.0,1.53,5.8,2.0,1755167259023.0,1755167264023.0,35,0
1755167278535.25,1.53,6.4675,2.0,1755167274026.0,1755167279026.0,35,0
1755167279837.75,1.53,7.532500000000001,2.0,1755167279027.0,1755167284027.0,35,0
1755167279837.75,1.53,7.532500000000001,2.0,1755167279027.0,1755167284027.0,35,0
1755167279837.75,1.53,7.532500000000001,2.0,1755167279027.0,1755167284027.0,35,0
1755167298434.375,2.1,7.3,2.0,1755167294030.0,1755167299030.0,35,0
1755167299789.6667,3.4441666666666673,5.977499999999999,2.0,1755167299031.0,1755167304031.0,35,0
1755167299789.6667,3.4441666666666673,5.977499999999999,2.0,1755167299031.0,1755167304031.0,35,0
