time,valence,arousal,videoID,start_time,end_time,P_id,probe
1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,30,1
1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,30,1
1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,30,1
1754641840677.0,5.0,5.0,7.0,1754641840677.0,1754641845677.0,30,1
1754641865041.25,5.0,5.6675,7.0,1754641860681.0,1754641865681.0,30,0
1754641866271.6667,5.0,6.6000000000000005,7.0,1754641865682.0,1754641870682.0,30,0
1754641866271.6667,5.0,6.6000000000000005,7.0,1754641865682.0,1754641870682.0,30,0
1754641880315.0,4.466666666666666,6.87,7.0,1754641875684.0,1754641880684.0,30,0
1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,30,0
1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,30,0
1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,30,0
1754641881985.0,3.56,7.0280000000000005,7.0,1754641880685.0,1754641885685.0,30,0
1754641902377.375,2.66625,7.8675,7.0,1754641900689.0,1754641905689.0,30,0
1754641908031.5,1.935,8.47,7.0,1754641905690.0,1754641910690.0,30,0
1754641908031.5,1.935,8.47,7.0,1754641905690.0,1754641910690.0,30,0
1754641917910.0,1.2,8.535,7.0,1754641915692.0,1754641920692.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641921920.0,1.4,8.73,7.0,1754641920693.0,1754641925693.0,30,0
1754641962983.0,1.53,8.47,7.0,1754641960701.0,1754641965701.0,30,0
1754641962983.0,1.53,8.47,7.0,1754641960701.0,1754641965701.0,30,0
1754641962983.0,1.53,8.47,7.0,1754641960701.0,1754641965701.0,30,0
1754641962983.0,1.53,8.47,7.0,1754641960701.0,1754641965701.0,30,0
1754641962983.0,1.53,8.47,7.0,1754641960701.0,1754641965701.0,30,0
1754641962983.0,1.53,8.47,7.0,1754641960701.0,1754641965701.0,30,0
1754641962983.0,1.53,8.47,7.0,1754641960701.0,1754641965701.0,30,0
1754641996879.6,1.53,7.6659999999999995,7.0,1754641995708.0,1754642000708.0,30,0
1754641996879.6,1.53,7.6659999999999995,7.0,1754641995708.0,1754642000708.0,30,0
1754641996879.6,1.53,7.6659999999999995,7.0,1754641995708.0,1754642000708.0,30,0
1754641996879.6,1.53,7.6659999999999995,7.0,1754641995708.0,1754642000708.0,30,0
1754642017689.5,1.53,7.535,7.0,1754642015712.0,1754642020712.0,30,0
1754642023694.5,1.53,8.065,7.0,1754642020713.0,1754642025713.0,30,0
1754642023694.5,1.53,8.065,7.0,1754642020713.0,1754642025713.0,30,0
1754642023694.5,1.53,8.065,7.0,1754642020713.0,1754642025713.0,30,0
