time,valence,arousal,videoID,start_time,end_time,P_id,probe
1755169771560.0,5.0,5.0,5.0,1755169771560.0,1755169776560.0,36,1
1755169777869.7778,6.333333333333333,5.0,5.0,1755169776561.0,1755169781561.0,36,0
1755169784695.25,7.734999999999999,5.3325000000000005,5.0,1755169781562.0,1755169786562.0,36,0
1755169787463.5,7.93,5.9350000000000005,5.0,1755169786563.0,1755169791563.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169794540.6667,8.466666666666667,6.07,5.0,1755169791564.0,1755169796564.0,36,0
1755169841217.0,8.73,5.8,5.0,1755169836573.0,1755169841573.0,36,0
1755169843942.6,8.574,5.586,5.0,1755169841574.0,1755169846574.0,36,0
1755169848433.0,8.73,5.27,5.0,1755169846575.0,1755169851575.0,36,0
1755169848433.0,8.73,5.27,5.0,1755169846575.0,1755169851575.0,36,0
1755169848433.0,8.73,5.27,5.0,1755169846575.0,1755169851575.0,36,0
1755169848433.0,8.73,5.27,5.0,1755169846575.0,1755169851575.0,36,0
1755169848433.0,8.73,5.27,5.0,1755169846575.0,1755169851575.0,36,0
1755169848433.0,8.73,5.27,5.0,1755169846575.0,1755169851575.0,36,0
1755169880671.6,8.73,4.465999999999999,5.0,1755169876581.0,1755169881581.0,36,0
1755169882478.3333,8.643333333333333,3.49,5.0,1755169881582.0,1755169886582.0,36,0
1755169882478.3333,8.643333333333333,3.49,5.0,1755169881582.0,1755169886582.0,36,0
1755169882478.3333,8.643333333333333,3.49,5.0,1755169881582.0,1755169886582.0,36,0
1755169882478.3333,8.643333333333333,3.49,5.0,1755169881582.0,1755169886582.0,36,0
1755169882478.3333,8.643333333333333,3.49,5.0,1755169881582.0,1755169886582.0,36,0
1755169882478.3333,8.643333333333333,3.49,5.0,1755169881582.0,1755169886582.0,36,0
1755169912498.0,8.47,2.8666666666666667,5.0,1755169911588.0,1755169916588.0,36,0
