time,valence,arousal,videoID,start_time,end_time,P_id,probe
1755166228051.0,5.0,5.0,4.0,1755166228051.0,1755166233051.0,35,1
1755166228051.0,5.0,5.0,4.0,1755166228051.0,1755166233051.0,35,1
1755166228051.0,5.0,5.0,4.0,1755166228051.0,1755166233051.0,35,1
1755166245429.5,5.4,5.0,4.0,1755166243054.0,1755166248054.0,35,0
1755166251194.0,5.62,4.556666666666666,4.0,1755166248055.0,1755166253055.0,35,0
1755166256819.0,7.08,4.281000000000001,4.0,1755166253056.0,1755166258056.0,35,0
1755166260157.6667,7.266666666666667,4.2,4.0,1755166258057.0,1755166263057.0,35,0
1755166264532.5,6.2,4.2,4.0,1755166263058.0,1755166268058.0,35,0
1755166264532.5,6.2,4.2,4.0,1755166263058.0,1755166268058.0,35,0
1755166264532.5,6.2,4.2,4.0,1755166263058.0,1755166268058.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166279909.0,6.07,5.267142857142858,4.0,1755166278061.0,1755166283061.0,35,0
1755166332682.0,6.07,6.465,4.0,1755166328071.0,1755166333071.0,35,0
1755166336028.4,6.388,6.122,4.0,1755166333072.0,1755166338072.0,35,0
1755166336028.4,6.388,6.122,4.0,1755166333072.0,1755166338072.0,35,0
1755166336028.4,6.388,6.122,4.0,1755166333072.0,1755166338072.0,35,0
1755166336028.4,6.388,6.122,4.0,1755166333072.0,1755166338072.0,35,0
1755166336028.4,6.388,6.122,4.0,1755166333072.0,1755166338072.0,35,0
1755166362917.6,6.87,5.266,4.0,1755166358077.0,1755166363077.0,35,0
1755166363538.0,6.87,3.53375,4.0,1755166363078.0,1755166368078.0,35,0
1755166363538.0,6.87,3.53375,4.0,1755166363078.0,1755166368078.0,35,0
1755166363538.0,6.87,3.53375,4.0,1755166363078.0,1755166368078.0,35,0
1755166363538.0,6.87,3.53375,4.0,1755166363078.0,1755166368078.0,35,0
1755166363538.0,6.87,3.53375,4.0,1755166363078.0,1755166368078.0,35,0
1755166363538.0,6.87,3.53375,4.0,1755166363078.0,1755166368078.0,35,0
