time,valence,arousal,videoID,start_time,end_time,P_id,probe
1755193203438.0,5.0,5.0,1.0,1755193203438.0,1755193208438.0,40,0
1755193203438.0,5.0,5.0,1.0,1755193203438.0,1755193208438.0,40,0
1755193203438.0,5.0,5.0,1.0,1755193203438.0,1755193208438.0,40,0
1755193223063.6667,5.0,5.533333333333334,1.0,1755193218441.0,1755193223441.0,40,0
1755193226047.6667,4.466666666666666,5.8,1.0,1755193223442.0,1755193228442.0,40,0
1755193232485.6667,4.866666666666666,6.07,1.0,1755193228443.0,1755193233443.0,40,0
1755193235150.5334,6.864666666666666,6.867999999999999,1.0,1755193233444.0,1755193238444.0,40,0
1755193235150.5334,6.864666666666666,6.867999999999999,1.0,1755193233444.0,1755193238444.0,40,0
1755193245624.0,7.13,8.2,1.0,1755193243446.0,1755193248446.0,40,0
1755193245624.0,7.13,8.2,1.0,1755193243446.0,1755193248446.0,40,0
1755193245624.0,7.13,8.2,1.0,1755193243446.0,1755193248446.0,40,0
1755193260861.9048,7.8428571428571425,6.230476190476191,1.0,1755193258449.0,1755193263449.0,40,0
1755193260861.9048,7.8428571428571425,6.230476190476191,1.0,1755193258449.0,1755193263449.0,40,0
1755193260861.9048,7.8428571428571425,6.230476190476191,1.0,1755193258449.0,1755193263449.0,40,0
1755193277791.0,9.0,7.2675,1.0,1755193273452.0,1755193278452.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193279323.0,8.8,8.1325,1.0,1755193278453.0,1755193283453.0,40,0
1755193332090.0,8.148,8.678,1.0,1755193328463.0,1755193333463.0,40,0
1755193332090.0,8.148,8.678,1.0,1755193328463.0,1755193333463.0,40,0
1755193332090.0,8.148,8.678,1.0,1755193328463.0,1755193333463.0,40,0
1755193332090.0,8.148,8.678,1.0,1755193328463.0,1755193333463.0,40,0
1755193332090.0,8.148,8.678,1.0,1755193328463.0,1755193333463.0,40,0
1755193332090.0,8.148,8.678,1.0,1755193328463.0,1755193333463.0,40,0
1755193360259.5,7.67,8.335,1.0,1755193358469.0,1755193363469.0,40,0
1755193360259.5,7.67,8.335,1.0,1755193358469.0,1755193363469.0,40,0
