GSR_mean,GSR_variance,HR_mean,HR_variance,75_percentile_GSR,75_percentile_HR,GSRmean_persen_diff,HRmean_persent_diff,GSRmean_diff,HRmean_diff,valence_acc_video,arousal_acc_video,P_id,video_id,Score,time,valence,arousal,videoID,start_time,end_time,probe,prev_window,start_time_sec,end_time_sec,num_samples,pupil_diameter_mean,pupil_diameter_std,diameter_3d_mean,diameter_3d_std,sphere_radius_mean,circle_3d_radius_mean,ellipse_axis_a_mean,ellipse_axis_b_mean,ellipse_angle_mean,ellipse_angle_std,confidence_x_mean,confidence_y_mean,confidence_x_std,confidence_y_std,blink_count,gaze_movement_mean,gaze_movement_std,gaze_dir_variability,eye_center_movement_mean,eye_center_movement_std,missing_value_ratio,start_time_ms,end_time_ms
0.9368484848484848,0.0003086721763085,0.4962711864406779,0.0096413674231542,0.9515151515151516,0.5042372881355932,0.3124405199605954,0.0178025284762154,0.3124405199605954,0.0178025284762154,1.0,1.0,17.0,1.0,0.1971344717125043,1754309404558.0,5.0,5.0,1.0,1754309404558.0,1754309409558.0,1.0,1.0,889437.136196,889442.136196,706.0,30.309857352031806,6.593446321362073,2.2550809033844486,0.5259869279140845,10.392304845413264,1.1275404516922243,23.96066337226755,30.309857352031806,78.2667894792194,57.02579963035414,0.8319352792236117,0.8318882076631531,0.1345187080691492,0.11987615057501226,65.5,65.79302136637655,498.58458999505643,0.06773442684505675,1.6859329332692252,17.946691978503786,0.05697896564390515,1754309402907.9045,1754309407907.9045
0.8232727272727273,0.0010201799816345,0.4932203389830508,0.0052542372881355,0.8409090909090908,0.5211864406779662,0.1988647623848378,0.0147516810185883,0.1988647623848378,0.0147516810185883,1.0,1.0,17.0,1.0,0.0741099114920342,1754309412117.8,5.372000000000001,5.428,1.0,1754309409559.0,1754309414559.0,0.0,1.0,889442.136196,889447.136196,1132.5,37.62220652395999,4.168148450800756,2.796546538372202,0.3705257888003083,10.392304845413264,1.398273269186101,28.36632199960902,37.62220652395999,79.52857590512036,65.86525046540373,0.942885592164961,0.9427421697994685,0.0826942324738978,0.0543228380413705,6.0,8.551075896058828,72.45084717677143,0.06268939548329484,1.399145799385213,16.476287753564325,0.0198702382641713,1754309407907.9045,1754309412907.9045
0.8126060606060608,6.147291092745643e-05,0.5023728813559322,0.003996093076702,0.8181818181818182,0.5211864406779662,0.1881980957181713,0.0239042233914697,0.1881980957181713,0.0239042233914697,1.0,1.0,17.0,1.0,0.2399452407243176,1754309415258.0,5.53,6.333333333333333,1.0,1754309414560.0,1754309419560.0,0.0,0.0,889447.136196,889452.136196,1135.5,35.31573091116577,3.715392064317851,2.6410959632458146,0.318194969416458,10.392304845413264,1.3205479816229073,26.94898251473327,35.31573091116577,80.46504464659537,67.22110063505073,0.9483195873168799,0.9483251545818714,0.0802831236088376,0.060958301607412196,11.0,13.65448910593752,154.3393566303502,0.0638993508601432,1.6665213187390506,18.07139073742806,0.020246453024105902,1754309412907.9045,1754309417907.9045
0.8403636363636363,0.0001125583103764,0.4922033898305084,0.0067677104280379,0.8484848484848485,0.5211864406779662,0.2159556714757469,0.013734731866046,0.2159556714757469,0.013734731866046,1.0,1.0,17.0,1.0,0.0874303758187066,1754309415258.0,5.53,6.333333333333333,1.0,1754309414560.0,1754309419560.0,0.0,0.0,889447.136196,889452.136196,1135.5,35.31573091116577,3.715392064317851,2.6410959632458146,0.318194969416458,10.392304845413264,1.3205479816229073,26.94898251473327,35.31573091116577,80.46504464659537,67.22110063505073,0.9483195873168799,0.9483251545818714,0.0802831236088376,0.060958301607412196,11.0,13.65448910593752,154.3393566303502,0.0638993508601432,1.6665213187390506,18.07139073742806,0.020246453024105902,1754309412907.9045,1754309417907.9045
0.855030303030303,8.791919191919203e-05,0.4908474576271186,0.008824590634875,0.8606060606060606,0.5084745762711864,0.2306223381424136,0.0123787996626562,0.2306223381424136,0.0123787996626562,1.0,1.0,17.0,1.0,0.0180751720291213,1754309425379.0,6.066666666666667,6.599999999999999,1.0,1754309424562.0,1754309429562.0,0.0,0.0,889457.136196,889462.136196,1160.0,29.093644969385718,2.262117669566688,2.2186737556934473,0.13051297516287516,10.392304845413264,1.1093368778467236,22.13916582965856,29.093644969385718,79.57393047395104,62.90004516671398,0.9569094081613843,0.9568658812999771,0.0806863612668684,0.05755481586796925,8.5,23.626081590272104,209.3603119906291,0.07432401467717309,0.7716689435783219,12.30503819609755,0.019174718356640197,1754309422907.9045,1754309427907.9045
0.8632727272727273,9.867401285583103e-05,0.491864406779661,0.0085204251651824,0.8727272727272727,0.5084745762711864,0.2388647623848379,0.0133957488151986,0.2388647623848379,0.0133957488151986,1.0,1.0,17.0,1.0,5.912953715499447e-06,1754309431118.0,6.33,6.33,1.0,1754309429563.0,1754309434563.0,0.0,0.0,889462.136196,889467.136196,1183.5,27.47577077507207,2.2239835614643275,2.145545450151015,0.1201068123607158,10.392304845413264,1.0727727250755075,20.731077483719723,27.47577077507207,82.22998792330765,60.40679289128447,0.97228273980258,0.9723987809997752,0.069650606877907,0.0528671013642128,7.0,22.87068089730743,203.88366607915597,0.0735615968080733,0.6721687179744453,11.49736420482537,0.01892584371787255,1754309427907.9045,1754309432907.9045
0.8704242424242424,8.064646464646476e-05,0.4905084745762711,0.0081862683137029,0.8787878787878788,0.5042372881355932,0.246016277536353,0.0120398166118086,0.246016277536353,0.0120398166118086,1.0,1.0,17.0,1.0,0.0008186783002197,1754309431118.0,6.33,6.33,1.0,1754309429563.0,1754309434563.0,0.0,0.0,889462.136196,889467.136196,1183.5,27.47577077507207,2.2239835614643275,2.145545450151015,0.1201068123607158,10.392304845413264,1.0727727250755075,20.731077483719723,27.47577077507207,82.22998792330765,60.40679289128447,0.97228273980258,0.9723987809997752,0.069650606877907,0.0528671013642128,7.0,22.87068089730743,203.88366607915597,0.0735615968080733,0.6721687179744453,11.49736420482537,0.01892584371787255,1754309427907.9045,1754309432907.9045
0.8775757575757573,7.640036730945823e-05,0.4945762711864407,0.0076953748922723,0.8848484848484849,0.5084745762711864,0.2531677926878679,0.0161076132219782,0.2531677926878679,0.0161076132219782,1.0,1.0,17.0,1.0,0.0309702981279517,1754309431118.0,6.33,6.33,1.0,1754309429563.0,1754309434563.0,0.0,0.0,889462.136196,889467.136196,1183.5,27.47577077507207,2.2239835614643275,2.145545450151015,0.1201068123607158,10.392304845413264,1.0727727250755075,20.731077483719723,27.47577077507207,82.22998792330765,60.40679289128447,0.97228273980258,0.9723987809997752,0.069650606877907,0.0528671013642128,7.0,22.87068089730743,203.88366607915597,0.0735615968080733,0.6721687179744453,11.49736420482537,0.01892584371787255,1754309427907.9045,1754309432907.9045
0.8843636363636362,6.58806244260791e-05,0.4979661016949152,0.0091800057454754,0.8909090909090909,0.5084745762711864,0.2599556714757468,0.0194974437304528,0.2599556714757468,0.0194974437304528,1.0,1.0,17.0,1.0,0.0008327343010127,1754309431118.0,6.33,6.33,1.0,1754309429563.0,1754309434563.0,0.0,0.0,889462.136196,889467.136196,1183.5,27.47577077507207,2.2239835614643275,2.145545450151015,0.1201068123607158,10.392304845413264,1.0727727250755075,20.731077483719723,27.47577077507207,82.22998792330765,60.40679289128447,0.97228273980258,0.9723987809997752,0.069650606877907,0.0528671013642128,7.0,22.87068089730743,203.88366607915597,0.0735615968080733,0.6721687179744453,11.49736420482537,0.01892584371787255,1754309427907.9045,1754309432907.9045
0.8932121212121212,0.0001026850321395,0.4922033898305085,0.0093531743751795,0.9030303030303032,0.5042372881355932,0.2688041563242318,0.013734731866046,0.2688041563242318,0.013734731866046,1.0,1.0,17.0,1.0,0.0027880892592362,1754309431118.0,6.33,6.33,1.0,1754309429563.0,1754309434563.0,0.0,0.0,889462.136196,889467.136196,1183.5,27.47577077507207,2.2239835614643275,2.145545450151015,0.1201068123607158,10.392304845413264,1.0727727250755075,20.731077483719723,27.47577077507207,82.22998792330765,60.40679289128447,0.97228273980258,0.9723987809997752,0.069650606877907,0.0528671013642128,7.0,22.87068089730743,203.88366607915597,0.0735615968080733,0.6721687179744453,11.49736420482537,0.01892584371787255,1754309427907.9045,1754309432907.9045
