User,Threshold_0.1,Threshold_0.2,Threshold_0.30000000000000004,Threshold_0.4,Threshold_0.5,Threshold_0.6000000000000001,Threshold_0.7000000000000001,Threshold_0.8,Threshold_0.9
1,0.30438736076380996,0.30438736076380996,0.30438736076380996,0.30438736076380996,0.30438736076380996,0.30438736076380996,0.30438736076380996,0.30438736076380996,0.30438736076380996
2,0.7377410468319558,0.9405074365704287,0.9405074365704287,0.9405074365704287,0.9405074365704287,0.9405074365704287,0.9405074365704287,0.9405074365704287,0.9246954595791805
3,0.4645669291338583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.23137254901960785,0.23137254901960785,0.40350877192982454
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.9144654088050315,0.9144654088050315,0.9144654088050315,0.9144654088050315,0.9144654088050315,0.9144654088050315,0.9144654088050315,0.8650793650793651,0.8650793650793651
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667
9,0.3952569169960475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.20930232558139536,0.23137254901960785,0.25274725274725274,0.37750653879686136
11,0.4333333333333333,0.4333333333333333,0.6714975845410628,0.9256830601092896,0.9407149084568439,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0.9536258240509207,0.9688644688644689,0.9688644688644689,0.9688644688644689,0.9688644688644689,0.9688644688644689,0.9688644688644689,0.9688644688644689,0.9688644688644689
14,0.8999705795822301,0.9572327044025157,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.16049382716049382
17,0.8370911400444585,0.9614864864864865,0.9614864864864865,0.9614864864864865,0.9614864864864865,0.9614864864864865,0.9614864864864865,0.9614864864864865,0.9614864864864865
