User,Threshold_0.1,Threshold_0.2,Threshold_0.30000000000000004,Threshold_0.4,Threshold_0.5,Threshold_0.6000000000000001,Threshold_0.7000000000000001,Threshold_0.8,Threshold_0.9
1,0.3382352941176471,0.3382352941176471,0.3382352941176471,0.3382352941176471,0.3382352941176471,0.3382352941176471,0.3382352941176471,0.3382352941176471,0.3382352941176471
2,0.8970588235294118,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589
3,0.8676470588235294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.27941176470588236,0.27941176470588236,0.4117647058823529
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9117647058823529,0.9117647058823529
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529
9,0.47058823529411764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.27941176470588236,0.29411764705882354,0.38235294117647056
11,0.5588235294117647,0.5588235294117647,0.7058823529411765,0.9264705882352942,0.9411764705882353,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0.9558823529411765,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176
14,0.9264705882352942,0.9705882352941176,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.19117647058823528
