Start,Border,End,Score
1753523752376,1753523757420,1753523762464,2.0860020167326065
1753523757420,1753523762464,1753523767508,1.3119306037774714
1753523762464,1753523767508,1753523772552,4.019065065050059
1753523767508,1753523772552,1753523777596,1.5359530461592665
1753523772552,1753523777596,1753523782640,0.34702348599894595
1753523777596,1753523782640,1753523787684,0.2593931636371547
1753523782640,1753523787684,1753523792728,1.6808285209195504
1753523787684,1753523792728,1753523797771,2.9136239291330264
1753523792728,1753523797771,1753523802816,2.6281490469709956
1753523797771,1753523802816,1753523807860,1.1914505911754572
1753523802816,1753523807860,1753523812903,2.30871992950357
1753523807860,1753523812903,1753523817948,2.472469542634019
1753523812903,1753523817948,1753523822992,3.149326964345646
1753523817948,1753523822992,1753523828036,3.7245636971666025
1753523822992,1753523828036,1753523833080,2.1196035898461836
1753523828036,1753523833080,1753523838124,1.6204692898069164
1753523833080,1753523838124,1753523843167,1.1755268033371715
1753523838124,1753523843167,1753523848211,2.3979530016419526
1753523843167,1753523848211,1753523853255,0.5083873488395223
1753523848211,1753523853255,1753523858300,0.01790944803529021
1753523853255,1753523858300,1753523863343,0.368667595272125
1753523858300,1753523863343,1753523868387,0.015134897244538592
