Start,Border,End,Score
1752064187512,1752064192554,1752064197596,4.689177873254019
1752064192554,1752064197596,1752064202638,2.7787989465702365
1752064197596,1752064202638,1752064207680,1.9347743071520958
1752064202638,1752064207680,1752064212721,1.3664127119623504
1752064207680,1752064212721,1752064217763,2.3630258692960346
1752064212721,1752064217763,1752064222805,2.5239114337719735
1752064217763,1752064222805,1752064227846,8.06745232148157
1752064222805,1752064227846,1752064232888,7.956274377792841
1752064227846,1752064232888,1752064237930,3.5847263254664576
1752064232888,1752064237930,1752064242972,4.472446985228502
1752064237930,1752064242972,1752064248014,0.9291890324794784
1752064242972,1752064248014,1752064253055,1.5925105214478235
1752064248014,1752064253055,1752064258097,5.778353526727105
1752064253055,1752064258097,1752064263139,4.953188007307794
1752064258097,1752064263139,1752064268180,7.505184603394799
1752064263139,1752064268180,1752064273222,7.202628200380072
1752064268180,1752064273222,1752064278264,0.00946711844644893
1752064273222,1752064278264,1752064283306,3.5393921070341703
1752064278264,1752064283306,1752064288347,6.799631364282004
1752064283306,1752064288347,1752064293389,1.6360848404788753
1752064288347,1752064293389,1752064298431,6.048102205417204
1752064293389,1752064298431,1752064303473,4.335204167457016
