Start,Border,End,Score
1751975396902,1751975396906,1751975396910,3.9998393486229133e-10
1751975396906,1751975396910,1751975396913,3.9998393486229133e-10
1751975396910,1751975396913,1751975396915,3.9998393486229133e-10
1751975396913,1751975396915,1751975396917,3.9998393486229133e-10
1751975396915,1751975396917,1751975396919,3.9998393486229133e-10
1751975396917,1751975396919,1751975396920,3.9998393486229133e-10
1751975396919,1751975396920,1751975396922,3.9998393486229133e-10
1751975396920,1751975396922,1751975396924,3.9998393486229133e-10
1751975396922,1751975396924,1751975396925,3.9998393486229133e-10
1751975396924,1751975396925,1751975396927,3.9998393486229133e-10
1751975396925,1751975396927,1751975396928,3.9998393486229133e-10
1751975396927,1751975396928,1751975396930,3.9998393486229133e-10
1751975396928,1751975396930,1751975396932,3.9998393486229133e-10
1751975396930,1751975396932,1751975396933,3.9998393486229133e-10
1751975396932,1751975396933,1751975396935,3.9998393486229133e-10
1751975396933,1751975396935,1751975396937,3.9998393486229133e-10
1751975396935,1751975396937,1751975396938,3.9998393486229133e-10
1751975396937,1751975396938,1751975396940,3.9998393486229133e-10
1751975396938,1751975396940,1751975396941,3.9998393486229133e-10
1751975396940,1751975396941,1751975396943,3.9998393486229133e-10
1751975396941,1751975396943,1751975396945,3.9998393486229133e-10
1751975396943,1751975396945,1751975396946,3.9998393486229133e-10
1751975396945,1751975396946,1751975396948,3.9998393486229133e-10
1751975396946,1751975396948,1751975396950,3.9998393486229133e-10
1751975396948,1751975396950,1751975396952,3.9998393486229133e-10
1751975396950,1751975396952,1751975396954,3.9998393486229133e-10
1751975396952,1751975396954,1751975396956,3.9998393486229133e-10
1751975396954,1751975396956,1751975396959,3.9998393486229133e-10
1751975396956,1751975396959,1751975396961,3.9998393486229133e-10
1751975396959,1751975396961,1751975396963,3.9998393486229133e-10
1751975396961,1751975396963,1751975396965,3.9998393486229133e-10
1751975396963,1751975396965,1751975396968,3.9998393486229133e-10
1751975396965,1751975396968,1751975396970,3.9998393486229133e-10
1751975396968,1751975396970,1751975396972,3.9998393486229133e-10
1751975396970,1751975396972,1751975396974,3.9998393486229133e-10
1751975396972,1751975396974,1751975396977,3.9998393486229133e-10
1751975396974,1751975396977,1751975396979,3.9998393486229133e-10
1751975396977,1751975396979,1751975396981,3.9998393486229133e-10
1751975396979,1751975396981,1751975396984,3.9998393486229133e-10
1751975396981,1751975396984,1751975396986,3.9998393486229133e-10
1751975396984,1751975396986,1751975396989,3.9998393486229133e-10
1751975396986,1751975396989,1751975396991,3.9998393486229133e-10
1751975396989,1751975396991,1751975396993,3.9998393486229133e-10
1751975396991,1751975396993,1751975396996,3.9998393486229133e-10
1751975396993,1751975396996,1751975396999,3.9998393486229133e-10
1751975396996,1751975396999,1751975397001,3.9998393486229133e-10
1751975396999,1751975397001,1751975397004,3.9998393486229133e-10
1751975397001,1751975397004,1751975397006,3.9998393486229133e-10
1751975397004,1751975397006,1751975397009,3.9998393486229133e-10
1751975397006,1751975397009,1751975397012,3.9998393486229133e-10
1751975397009,1751975397012,1751975397014,3.9998393486229133e-10
1751975397012,1751975397014,1751975397017,3.9998393486229133e-10
1751975397014,1751975397017,1751975397020,3.9998393486229133e-10
1751975397017,1751975397020,1751975397023,3.9998393486229133e-10
1751975397020,1751975397023,1751975397025,3.9998393486229133e-10
1751975397023,1751975397025,1751975397028,3.9998393486229133e-10
1751975397025,1751975397028,1751975397031,3.9998393486229133e-10
1751975397028,1751975397031,1751975397034,3.9998393486229133e-10
1751975397031,1751975397034,1751975397037,3.9998393486229133e-10
1751975397034,1751975397037,1751975397039,3.9998393486229133e-10
1751975397037,1751975397039,1751975397042,3.9998393486229133e-10
1751975397039,1751975397042,1751975397045,3.9998393486229133e-10
1751975397042,1751975397045,1751975397048,3.9998393486229133e-10
1751975397045,1751975397048,1751975397051,3.9998393486229133e-10
1751975397048,1751975397051,1751975397054,3.9998393486229133e-10
1751975397051,1751975397054,1751975397057,3.9998393486229133e-10
1751975397054,1751975397057,1751975397060,3.9998393486229133e-10
1751975397057,1751975397060,1751975397063,3.9998393486229133e-10
1751975397060,1751975397063,1751975397066,3.9998393486229133e-10
1751975397063,1751975397066,1751975397069,3.9998393486229133e-10
1751975397066,1751975397069,1751975397073,3.9998393486229133e-10
1751975397069,1751975397073,1751975397076,3.9998393486229133e-10
1751975397073,1751975397076,1751975397079,3.9998393486229133e-10
1751975397076,1751975397079,1751975397082,3.9998393486229133e-10
1751975397079,1751975397082,1751975397085,3.9998393486229133e-10
1751975397082,1751975397085,1751975397088,3.9998393486229133e-10
1751975397085,1751975397088,1751975397092,3.9998393486229133e-10
1751975397088,1751975397092,1751975397095,3.9998393486229133e-10
1751975397092,1751975397095,1751975397098,3.9998393486229133e-10
1751975397095,1751975397098,1751975397102,3.9998393486229133e-10
1751975397098,1751975397102,1751975397105,3.9998393486229133e-10
1751975397102,1751975397105,1751975397108,3.9998393486229133e-10
1751975397105,1751975397108,1751975397112,3.9998393486229133e-10
1751975397108,1751975397112,1751975397115,3.9998393486229133e-10
1751975397112,1751975397115,1751975397119,3.9998393486229133e-10
1751975397115,1751975397119,1751975397122,3.9998393486229133e-10
1751975397119,1751975397122,1751975397125,3.9998393486229133e-10
1751975397122,1751975397125,1751975397129,3.9998393486229133e-10
1751975397125,1751975397129,1751975397133,3.9998393486229133e-10
1751975397129,1751975397133,1751975397136,3.9998393486229133e-10
1751975397133,1751975397136,1751975397140,3.9998393486229133e-10
1751975397136,1751975397140,1751975397143,3.9998393486229133e-10
1751975397140,1751975397143,1751975397147,3.9998393486229133e-10
1751975397143,1751975397147,1751975397151,3.9998393486229133e-10
1751975397147,1751975397151,1751975397154,3.9998393486229133e-10
1751975397151,1751975397154,1751975397158,3.9998393486229133e-10
1751975397154,1751975397158,1751975397161,3.9998393486229133e-10
1751975397158,1751975397161,1751975397165,3.9998393486229133e-10
1751975397161,1751975397165,1751975397169,3.9998393486229133e-10
1751975397165,1751975397169,1751975397173,3.9998393486229133e-10
1751975397169,1751975397173,1751975397176,3.9998393486229133e-10
1751975397173,1751975397176,1751975397180,3.9998393486229133e-10
1751975397176,1751975397180,1751975397184,3.9998393486229133e-10
1751975397180,1751975397184,1751975397188,3.9998393486229133e-10
1751975397184,1751975397188,1751975397192,3.9998393486229133e-10
1751975397188,1751975397192,1751975397196,3.9998393486229133e-10
1751975397192,1751975397196,1751975397200,3.9998393486229133e-10
1751975397196,1751975397200,1751975397204,3.9998393486229133e-10
1751975397200,1751975397204,1751975397208,3.9998393486229133e-10
1751975397204,1751975397208,1751975397212,3.9998393486229133e-10
1751975397208,1751975397212,1751975397215,3.9998393486229133e-10
1751975397212,1751975397215,1751975397220,3.9998393486229133e-10
1751975397215,1751975397220,1751975397224,3.9998393486229133e-10
1751975397220,1751975397224,1751975397228,3.9998393486229133e-10
1751975397224,1751975397228,1751975397232,3.9998393486229133e-10
1751975397228,1751975397232,1751975397236,3.9998393486229133e-10
1751975397232,1751975397236,1751975397240,3.9998393486229133e-10
1751975397236,1751975397240,1751975397244,3.9998393486229133e-10
1751975397240,1751975397244,1751975397249,3.9998393486229133e-10
1751975397244,1751975397249,1751975397253,3.9998393486229133e-10
1751975397249,1751975397253,1751975397257,3.9998393486229133e-10
1751975397253,1751975397257,1751975397261,3.9998393486229133e-10
1751975397257,1751975397261,1751975397266,3.9998393486229133e-10
1751975397261,1751975397266,1751975397270,3.9998393486229133e-10
1751975397266,1751975397270,1751975397274,3.9998393486229133e-10
1751975397270,1751975397274,1751975397279,3.9998393486229133e-10
1751975397274,1751975397279,1751975397283,3.9998393486229133e-10
1751975397279,1751975397283,1751975397287,3.9998393486229133e-10
1751975397283,1751975397287,1751975397292,3.9998393486229133e-10
1751975397287,1751975397292,1751975397296,3.9998393486229133e-10
1751975397292,1751975397296,1751975397301,3.9998393486229133e-10
1751975397296,1751975397301,1751975397305,3.9998393486229133e-10
1751975397301,1751975397305,1751975397310,3.9998393486229133e-10
1751975397305,1751975397310,1751975397315,3.9998393486229133e-10
1751975397310,1751975397315,1751975397319,3.9998393486229133e-10
1751975397315,1751975397319,1751975397324,3.9998393486229133e-10
1751975397319,1751975397324,1751975397328,3.9998393486229133e-10
1751975397324,1751975397328,1751975397333,3.9998393486229133e-10
1751975397328,1751975397333,1751975397337,3.9998393486229133e-10
1751975397333,1751975397337,1751975397342,3.9998393486229133e-10
1751975397337,1751975397342,1751975397347,3.9998393486229133e-10
1751975397342,1751975397347,1751975397352,3.9998393486229133e-10
1751975397347,1751975397352,1751975397356,3.9998393486229133e-10
1751975397352,1751975397356,1751975397361,3.9998393486229133e-10
1751975397356,1751975397361,1751975397366,3.9998393486229133e-10
1751975397361,1751975397366,1751975397371,3.9998393486229133e-10
1751975397366,1751975397371,1751975397376,3.9998393486229133e-10
1751975397371,1751975397376,1751975397381,3.9998393486229133e-10
1751975397376,1751975397381,1751975397385,3.9998393486229133e-10
1751975397381,1751975397385,1751975397390,3.9998393486229133e-10
1751975397385,1751975397390,1751975397395,3.9998393486229133e-10
1751975397390,1751975397395,1751975397400,3.9998393486229133e-10
1751975397395,1751975397400,1751975397405,3.9998393486229133e-10
1751975397400,1751975397405,1751975397410,3.9998393486229133e-10
1751975397405,1751975397410,1751975397415,3.9998393486229133e-10
1751975397410,1751975397415,1751975397420,3.9998393486229133e-10
1751975397415,1751975397420,1751975397426,3.9998393486229133e-10
1751975397420,1751975397426,1751975397430,3.9998393486229133e-10
1751975397426,1751975397430,1751975397435,3.9998393486229133e-10
1751975397430,1751975397435,1751975397440,3.9998393486229133e-10
