Start,Border,End,Score
1755165961559,1755165966601,1755165971642,3.641542133587078
1755165966601,1755165971642,1755165976684,2.429557837968498
1755165971642,1755165976684,1755165981726,6.102798118887888
1755165976684,1755165981726,1755165986768,3.6686623576084623
1755165981726,1755165986768,1755165991810,3.0572376354008215
1755165986768,1755165991810,1755165996851,3.5814250984476668
1755165991810,1755165996851,1755166001893,2.5366915919638764
1755165996851,1755166001893,1755166006935,3.7421792745290734
1755166001893,1755166006935,1755166011977,2.652474820909177
1755166006935,1755166011977,1755166017018,3.395912229251253
1755166011977,1755166017018,1755166022060,1.3026810202821022
1755166017018,1755166022060,1755166027102,0.051766028747494475
1755166022060,1755166027102,1755166032147,1.8374941762089796
1755166027102,1755166032147,1755166037191,0.9450880663175272
1755166032147,1755166037191,1755166042235,0.060685919750315676
1755166037191,1755166042235,1755166047279,0.08054002568386154
1755166042235,1755166047279,1755166052323,0.05089675006156891
1755166047279,1755166052323,1755166057367,0.00011156725004768386
1755166052323,1755166057367,1755166062411,0.09460912644395902
1755166057367,1755166062411,1755166067455,0.00017752037970109047
1755166062411,1755166067455,1755166072499,0.07518243596803376
1755166067455,1755166072499,1755166077542,0.8947601539595625
1755166072499,1755166077542,1755166082586,0.3765055811704122
1755166077542,1755166082586,1755166087630,2.1832454054486385
1755166082586,1755166087630,1755166092674,0.24404142913892024
1755166087630,1755166092674,1755166097718,1.358937907433968
1755166092674,1755166097718,1755166102762,0.1533401242337784
1755166097718,1755166102762,1755166107806,0.8847802024013901
