Start,Border,End,Score
1751709909225.0,1751709914237.0,1751709919247.0,3.999842679291987e-10
1751709914237.0,1751709919247.0,nan,5.5374468265851835
1751709919247.0,nan,nan,0.646505624183268
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
nan,nan,nan,3.9998393486229133e-10
