Start,Border,End,Score
1752063774349,1752063774350,1752063774352,3.9998393486229133e-10
1752063774350,1752063774352,1752063774354,3.9998393486229133e-10
1752063774352,1752063774354,1752063774355,3.9998393486229133e-10
1752063774354,1752063774355,1752063774357,3.9998393486229133e-10
1752063774355,1752063774357,1752063774359,3.9998393486229133e-10
1752063774357,1752063774359,1752063774361,3.9998393486229133e-10
1752063774359,1752063774361,1752063774362,3.9998393486229133e-10
1752063774361,1752063774362,1752063774364,3.9998393486229133e-10
1752063774362,1752063774364,1752063774366,3.9998393486229133e-10
1752063774364,1752063774366,1752063774367,3.9998393486229133e-10
1752063774366,1752063774367,1752063774369,3.9998393486229133e-10
1752063774367,1752063774369,1752063774371,3.9998393486229133e-10
1752063774369,1752063774371,1752063774373,3.9998393486229133e-10
1752063774371,1752063774373,1752063774374,3.9998393486229133e-10
1752063774373,1752063774374,1752063774376,3.9998393486229133e-10
1752063774374,1752063774376,1752063774378,3.9998393486229133e-10
1752063774376,1752063774378,1752063774379,3.9998393486229133e-10
1752063774378,1752063774379,1752063774381,3.9998393486229133e-10
1752063774379,1752063774381,1752063774383,3.9998393486229133e-10
1752063774381,1752063774383,1752063774385,3.9998393486229133e-10
1752063774383,1752063774385,1752063774386,3.9998393486229133e-10
1752063774385,1752063774386,1752063774388,3.9998393486229133e-10
1752063774386,1752063774388,1752063774390,3.9998393486229133e-10
1752063774388,1752063774390,1752063774392,3.9998393486229133e-10
1752063774390,1752063774392,1752063774394,3.9998393486229133e-10
1752063774392,1752063774394,1752063774396,3.9998393486229133e-10
1752063774394,1752063774396,1752063774397,3.9998393486229133e-10
1752063774396,1752063774397,1752063774400,3.9998393486229133e-10
1752063774397,1752063774400,1752063774402,3.9998393486229133e-10
1752063774400,1752063774402,1752063774404,3.9998393486229133e-10
1752063774402,1752063774404,1752063774406,3.9998393486229133e-10
1752063774404,1752063774406,1752063774408,3.9998393486229133e-10
1752063774406,1752063774408,1752063774410,3.9998393486229133e-10
1752063774408,1752063774410,1752063774413,3.9998393486229133e-10
1752063774410,1752063774413,1752063774417,3.9998393486229133e-10
1752063774413,1752063774417,1752063774420,3.9998393486229133e-10
1752063774417,1752063774420,1752063774422,3.9998393486229133e-10
