Start,Border,End,Score
1754128994503,1754128999547,1754129004591,0.046460812723518485
1754128999547,1754129004591,1754129009635,1.5198073621000456
1754129004591,1754129009635,1754129014679,2.747967589581215
1754129009635,1754129014679,1754129019723,0.00043549103319850957
1754129014679,1754129019723,1754129024767,0.0006391767512518576
1754129019723,1754129024767,1754129029811,0.039546392181656675
1754129024767,1754129029811,1754129034855,0.00027933249435285745
1754129029811,1754129034855,1754129039899,0.018307920202163097
1754129034855,1754129039899,1754129044944,0.3569741121711876
1754129039899,1754129044944,1754129049988,7.438078249971595
1754129044944,1754129049988,1754129055031,6.397904040121226
1754129049988,1754129055031,1754129060076,1.8499733266178302
1754129055031,1754129060076,1754129065119,0.0007009031433578006
1754129060076,1754129065119,1754129070164,0.00024273843617794721
1754129065119,1754129070164,1754129075208,0.43060038617671836
1754129070164,1754129075208,1754129080252,3.358536720954319e-08
1754129075208,1754129080252,1754129085296,0.0005886541545754298
1754129080252,1754129085296,1754129090340,3.730412032829774
1754129085296,1754129090340,1754129095384,1.0164429945466757
1754129090340,1754129095384,1754129100428,1.1203665848387419
1754129095384,1754129100428,1754129105472,0.027909780175579768
1754129100428,1754129105472,1754129110516,0.000285381153928177
1754129105472,1754129110516,1754129115560,0.021036681552295988
1754129110516,1754129115560,1754129120604,0.028568485961093126
1754129115560,1754129120604,1754129125648,0.2667446993254274
1754129120604,1754129125648,1754129130692,0.8389008633024325
1754129125648,1754129130692,1754129135736,0.022853870370653007
1754129130692,1754129135736,1754129140780,0.0007235821457272085
