time,valence,arousal,videoID
1751709828418,5,5,0
1751710006299,5,5.27,0
1751710006664,5,5,0
1751710007097,5,4.73,0
1751710007733,4.73,4.73,0
1751710007944,4.47,4.73,0
1751710008266,4.47,5,0
1751710008928,4.73,5,0
1751710009129,5,5,0
1751710046243,5,5,5
1751710060706,4.73,5,5
1751710060987,4.47,5,5
1751710061297,4.2,5,5
1751710061746,3.93,5,5
1751710076612,4.2,5,5
1751710076953,4.47,5,5
1751710077213,4.73,5,5
1751710077708,5,5,5
1751710078226,5.27,5,5
1751710078554,5.53,5,5
1751710078849,5.8,5,5
1751710079259,6.07,5,5
1751710080345,6.33,5,5
1751710081066,6.6,5,5
1751710081482,6.87,5,5
1751710082441,7.13,5,5
1751710083042,7.13,4.73,5
1751710083698,7.13,4.47,5
1751710084178,7.13,4.2,5
1751710084794,7.13,3.93,5
1751710085498,7.13,3.67,5
1751710086450,7.13,3.4,5
1751710087404,7.13,3.13,5
1751710090362,7.13,2.87,5
1751710090891,7.13,2.6,5
1751710091909,7.13,2.33,5
1751710093219,7.13,2.6,5
1751710093721,7.4,2.6,5
1751710094018,7.67,2.6,5
1751710094369,7.93,2.6,5
1751710094897,7.93,2.33,5
1751710095546,7.67,2.33,5
1751710095858,7.4,2.33,5
1751710096049,7.13,2.33,5
1751710096322,6.87,2.33,5
1751710096586,6.6,2.33,5
1751710096994,6.6,2.07,5
1751710097338,6.6,1.8,5
1751710099484,6.6,1.53,5
1751710100833,6.6,1.8,5
1751710101074,6.6,2.07,5
1751710101316,6.6,2.33,5
1751710101666,6.87,2.33,5
1751710101988,7.13,2.33,5
1751710102330,7.13,2.6,5
1751710102852,7.4,2.6,5
1751710103162,7.67,2.6,5
1751710105659,7.93,2.6,5
1751710106771,7.93,2.33,5
1751710108714,7.93,2.6,5
1751710111804,8.2,2.6,5
1751710119251,8.2,2.87,5
1751710119613,8.2,3.13,5
1751710119899,8.2,3.4,5
1751710120146,8.2,3.67,5
1751710120363,8.2,3.93,5
1751710121227,8.2,4.2,5
1751710122227,8.2,3.93,5
1751710122445,8.2,3.67,5
1751710122780,8.2,3.4,5
1751710124388,8.2,3.13,5
1751710125010,7.93,3.13,5
1751710125770,7.93,3.4,5
1751710128723,7.67,3.4,5
1751710129299,7.93,3.4,5
1751710130114,7.93,3.13,5
1751710131475,8.2,3.13,5
1751710131939,8.47,3.13,5
1751710132371,8.2,3.13,5
1751710132746,7.93,3.13,5
1751710133067,7.67,3.13,5
1751710133475,7.4,3.13,5
1751710134203,7.13,3.13,5
1751710134834,6.87,3.13,5
1751710136490,6.6,3.13,5
1751710137170,6.33,3.13,5
1751710137956,6.33,2.87,5
1751710138339,6.33,2.6,5
1751710140315,6.33,2.33,5
1751710154227,6.07,2.33,5
1751710154867,6.07,2.07,5
1751710155387,5.8,2.07,5
1751710156652,5.8,2.33,5
1751710156964,5.8,2.6,5
1751710157399,5.8,2.87,5
1751710157803,5.8,3.13,5
1751710158068,6.07,3.13,5
1751710158587,6.33,3.13,5
1751710158908,6.6,3.13,5
1751710159211,6.87,3.13,5
1751710159413,7.13,3.13,5
1751710159619,7.4,3.13,5
1751710159989,7.67,3.13,5
1751710160315,7.67,3.4,5
1751710160899,7.93,3.4,5
1751710162453,8.2,3.4,5
1751710162811,8.2,3.13,5
1751710173741,8.47,3.13,5
1751710174187,8.47,2.87,5
1751710174595,8.47,2.6,5
1751710175324,8.47,2.33,5
1751710179048,8.47,2.6,5
1751710179459,8.47,2.87,5
1751710182108,8.2,2.87,5
1751710183723,7.93,2.87,5
1751710184046,7.67,2.87,5
1751710184380,7.4,2.87,5
1751710184732,7.13,2.87,5
1751710185084,7.13,3.13,5
1751710185803,6.87,3.13,5
1751710186286,6.6,3.13,5
1751710186644,6.6,3.4,5
1751710187267,6.87,3.4,5
1751710187854,6.6,3.4,5
1751710190124,6.6,3.67,5
1751710190619,6.33,3.67,5
1751710191149,6.33,3.93,5
1751710191599,5,5,0
1751710191692,4.73,5,0
1751710311929,5,5,3
1751710318864,5,5.27,3
1751710319056,5,5.53,3
1751710319247,5,5.8,3
1751710319399,5,6.07,3
1751710319576,5,6.33,3
1751710319775,5,6.6,3
1751710319912,5,6.87,3
1751710320094,5.27,6.87,3
1751710320597,5.53,6.87,3
1751710320628,5.8,6.87,3
1751710320662,6.07,6.87,3
1751710320695,6.33,6.87,3
1751710320927,6.33,7.13,3
1751710321095,6.33,7.4,3
1751710321287,6.6,7.4,3
1751710321496,6.87,7.4,3
1751710321671,7.13,7.4,3
1751710321873,7.4,7.4,3
1751710322560,7.67,7.4,3
1751710324255,7.93,7.4,3
1751710324703,7.93,7.13,3
1751710324976,7.93,6.87,3
1751710327000,7.93,6.6,3
1751710329593,7.93,6.87,3
1751710330120,7.93,6.6,3
1751710330464,7.93,6.33,3
1751710330792,7.93,6.07,3
1751710331201,8.2,6.07,3
1751710331728,8.47,6.07,3
1751710332248,8.47,5.8,3
1751710333336,8.2,5.8,3
1751710334295,7.93,5.8,3
1751710334840,7.67,5.8,3
1751710335047,7.4,5.8,3
1751710335272,7.13,5.8,3
1751710335440,6.87,5.8,3
1751710353180,6.87,6.07,3
1751710353473,6.87,6.33,3
1751710353720,6.87,6.6,3
1751710353986,6.87,6.87,3
1751710354705,6.87,7.13,3
1751710356280,6.87,7.4,3
1751710356624,7.13,7.4,3
1751710356825,7.4,7.4,3
1751710357081,7.67,7.4,3
1751710379820,7.93,7.4,3
1751710380849,7.93,7.13,3
1751710381120,7.93,6.87,3
1751710381433,7.93,6.6,3
1751710385441,7.67,6.6,3
1751710386009,7.4,6.6,3
1751710386265,7.13,6.6,3
1751710386505,6.87,6.6,3
1751710387179,6.87,6.33,3
1751710387678,6.87,6.07,3
1751710387707,6.87,5.8,3
1751710387737,6.87,5.53,3
1751710387766,6.87,5.27,3
1751710387796,6.87,5,3
1751710387830,6.87,4.73,3
1751710387864,6.87,4.47,3
1751710387898,6.87,4.2,3
1751710387930,6.87,3.93,3
1751710387948,6.87,3.67,3
1751710387964,6.6,3.67,3
1751710388454,6.33,3.67,3
1751710388483,6.07,3.67,3
1751710388513,5.8,3.67,3
1751710388547,5.53,3.67,3
1751710388581,5.27,3.67,3
1751710388614,5,3.67,3
1751710388648,4.73,3.67,3
1751710388664,4.47,3.67,3
1751710388787,4.47,3.4,3
1751710389285,4.47,3.13,3
1751710389314,4.47,2.87,3
1751710389475,4.2,2.87,3
1751710389976,3.93,2.87,3
1751710390004,3.67,2.87,3
1751710390034,3.4,2.87,3
1751710390064,3.13,2.87,3
1751710390097,2.87,2.87,3
1751710390130,2.6,2.87,3
1751710390354,2.6,2.6,3
1751710390777,2.6,2.33,3
1751710391465,2.33,2.33,3
1751710391690,2.07,2.33,3
1751710392193,2.07,2.07,3
1751710392538,2.33,2.07,3
1751710392834,2.6,2.07,3
1751710393121,2.6,2.33,3
1751710393737,2.6,2.6,3
1751710403122,2.6,2.87,3
1751710403857,2.87,2.87,3
1751710404358,3.13,2.87,3
1751710404387,3.4,2.87,3
1751710404418,3.67,2.87,3
1751710404448,3.93,2.87,3
1751710404481,4.2,2.87,3
1751710404515,4.47,2.87,3
1751710404547,4.73,2.87,3
1751710404581,5,2.87,3
1751710404615,5.27,2.87,3
1751710404630,5.53,2.87,3
1751710404664,5.8,2.87,3
1751710404697,6.07,2.87,3
1751710404731,6.33,2.87,3
1751710404765,6.6,2.87,3
1751710404782,6.87,2.87,3
1751710405593,6.87,3.13,3
1751710406093,6.87,3.4,3
1751710406123,6.87,3.67,3
1751710406154,6.87,3.93,3
1751710406183,6.87,4.2,3
1751710406214,6.87,4.47,3
1751710406247,6.87,4.73,3
1751710406281,6.87,5,3
1751710406314,6.87,5.27,3
1751710406348,6.87,5.53,3
1751710406381,6.87,5.8,3
1751710406399,6.87,6.07,3
1751710406432,6.87,6.33,3
1751710406464,6.87,6.6,3
1751710406498,6.87,6.87,3
1751710406531,6.87,7.13,3
1751710406996,7.13,7.13,3
1751710407355,7.4,7.13,3
1751710407587,7.67,7.13,3
1751710407850,7.67,7.4,3
1751710408170,7.93,7.4,3
1751710408891,7.93,7.13,3
1751710410250,7.93,6.87,3
1751710410692,7.93,6.6,3
1751710430250,5,5,0
1751710550585,5,5,7
1751710554887,4.73,5,7
1751710555387,4.47,5,7
1751710555419,4.2,5,7
1751710555452,3.93,5,7
1751710555485,3.67,5,7
1751710555518,3.4,5,7
1751710555552,3.13,5,7
1751710555569,2.87,5,7
1751710555687,2.87,5.27,7
1751710556187,2.87,5.53,7
1751710556218,2.87,5.8,7
1751710556455,2.6,5.8,7
1751710556623,2.33,5.8,7
1751710556798,2.33,6.07,7
1751710556998,2.33,6.33,7
1751710557158,2.33,6.6,7
1751710557511,2.33,6.87,7
1751710558110,2.07,6.87,7
1751710559350,2.07,7.13,7
1751710559558,2.07,7.4,7
1751710559758,2.07,7.67,7
1751710559966,2.33,7.67,7
1751710560158,2.6,7.67,7
1751710560369,2.87,7.67,7
1751710560790,2.87,7.93,7
1751710562399,2.6,7.93,7
1751710563456,2.6,7.67,7
1751710566615,2.33,7.67,7
1751710567327,2.07,7.67,7
1751710568134,2.07,7.4,7
1751710569231,2.07,7.67,7
1751710569830,2.33,7.67,7
1751710581440,2.33,7.4,7
1751710581991,2.33,7.13,7
1751710582498,2.6,7.13,7
1751710583383,2.6,7.4,7
1751710583897,2.87,7.4,7
1751710590864,2.87,7.67,7
1751710591168,2.87,7.93,7
1751710591497,2.87,8.2,7
1751710591927,2.87,8.47,7
1751710592720,2.87,8.73,7
1751710593552,2.87,8.47,7
1751710594032,3.13,8.47,7
1751710594503,3.4,8.47,7
1751710594983,3.4,8.73,7
1751710611385,3.4,9,7
