time,valence,arousal,videoID
1754115099164,5,5,0
1754115220969,5,5,2
1754115233090,5.27,5,2
1754115234067,5,5,2
1754115234455,5,5.27,2
1754115235107,5,5,2
1754115235950,5.27,5,2
1754115236448,5.53,5,2
1754115236478,5.8,5,2
1754115237445,5.53,5,2
1754115238059,5.27,5,2
1754115238279,5,5,2
1754115239835,4.73,5,2
1754115241053,4.73,5.27,2
1754115241595,4.73,5,2
1754115241821,5,5,2
1754115242389,4.73,5,2
1754115243091,4.47,5,2
1754115243546,4.2,5,2
1754115245349,3.93,5,2
1754115245541,3.67,5,2
1754115245709,3.4,5,2
1754115245859,3.13,5,2
1754115246044,2.87,5,2
1754115246243,2.6,5,2
1754115246435,2.33,5,2
1754115246626,2.07,5,2
1754115247246,2.33,5,2
1754115247508,2.33,5.27,2
1754115247643,2.33,5.53,2
1754115248059,2.33,5.8,2
1754115248990,2.33,5.53,2
1754115252129,2.33,5.8,2
1754115252316,2.33,6.07,2
1754115252492,2.33,6.33,2
1754115259295,2.33,6.07,2
1754115262036,2.33,5.8,2
1754115263308,2.33,6.07,2
1754115263542,2.33,6.33,2
1754115263951,2.33,6.6,2
1754115265596,2.6,6.6,2
1754115265876,2.87,6.6,2
1754115266404,3.13,6.6,2
1754115266876,3.4,6.6,2
1754115267149,3.67,6.6,2
1754115267532,3.93,6.6,2
1754115268021,4.2,6.6,2
1754115270246,4.47,6.6,2
1754115271086,4.73,6.6,2
1754115271291,4.73,6.87,2
1754115271547,4.73,7.13,2
1754115272131,5,7.13,2
1754115274180,5,6.87,2
1754115281063,5,7.13,2
1754115281430,5.27,7.13,2
1754115281919,5.53,7.13,2
1754115282365,5.8,7.13,2
1754115282605,6.07,7.13,2
1754115286156,6.33,7.13,2
1754115287431,6.6,7.13,2
1754115287797,6.87,7.13,2
1754115289838,7.13,7.13,2
1754115290484,7.4,7.13,2
1754115290725,7.67,7.13,2
1754115290932,7.93,7.13,2
1754115310463,7.93,7.4,2
1754115345847,8.2,7.4,2
1754115357327,8.2,7.67,2
1754115366974,7.93,7.67,2
1754115367475,7.67,7.67,2
1754115367504,7.4,7.67,2
1754115367537,7.13,7.67,2
1754115367565,6.87,7.67,2
1754115367596,6.6,7.67,2
1754115367629,6.33,7.67,2
1754115367663,6.07,7.67,2
1754115367697,5.8,7.67,2
1754115367730,5.53,7.67,2
1754115367748,5.27,7.67,2
1754115367780,5,7.67,2
1754115367813,4.73,7.67,2
1754115367846,4.47,7.67,2
1754115367879,4.2,7.67,2
1754115367897,3.93,7.67,2
1754115367929,3.67,7.67,2
1754115367963,3.4,7.67,2
1754115367996,3.13,7.67,2
1754115368030,2.87,7.67,2
1754115368046,2.6,7.67,2
1754115368079,2.33,7.67,2
1754115368113,2.07,7.67,2
1754115368146,1.8,7.67,2
1754115368180,1.53,7.67,2
1754115368197,1.27,7.67,2
1754115368229,1,7.67,2
1754115369840,1.27,7.67,2
1754115370085,1.53,7.67,2
1754115370286,1.8,7.67,2
1754115376926,1.8,7.4,2
1754115377557,1.8,7.13,2
1754115379536,1.8,6.87,2
1754115379750,1.8,6.6,2
1754115380166,1.8,6.33,2
1754115380367,1.8,6.07,2
1754115380567,1.8,5.8,2
1754115380776,1.8,5.53,2
1754115380950,1.8,5.27,2
1754115381127,1.8,5,2
1754115381463,1.8,4.73,2
1754115381758,1.8,4.47,2
1754115382350,1.8,4.73,2
1754115382543,1.8,5,2
1754115382784,1.8,5.27,2
1754115393102,5,5,0
1754115513230,5,5,7
1754115523619,5,5.27,7
1754115524178,4.73,5.27,7
1754115524337,4.73,5.53,7
1754115524883,4.47,5.53,7
1754115525089,4.47,5.8,7
1754115531627,4.47,6.07,7
1754115532194,4.73,6.07,7
1754115532658,4.47,6.07,7
1754115533218,4.47,5.8,7
1754115533718,4.47,5.53,7
1754115533750,4.47,5.27,7
1754115533785,4.47,5,7
1754115533817,4.47,4.73,7
1754115533849,4.47,4.47,7
1754115533868,4.47,4.2,7
1754115533899,4.47,3.93,7
1754115533933,4.47,3.67,7
1754115533969,4.47,3.4,7
1754115534001,4.47,3.13,7
1754115534017,4.47,2.87,7
1754115534283,4.47,3.13,7
1754115534782,4.47,3.4,7
1754115534816,4.47,3.67,7
1754115534841,4.47,3.93,7
1754115535026,4.47,4.2,7
1754115535186,4.47,4.47,7
1754115535402,4.47,4.73,7
1754115535896,4.47,4.47,7
1754115536090,4.47,4.2,7
1754115536282,4.47,3.93,7
1754115536471,4.47,3.67,7
1754115536632,4.47,3.4,7
1754115536800,4.47,3.13,7
1754115537019,4.47,2.87,7
1754115537326,4.2,2.87,7
1754115537569,4.2,2.6,7
1754115537756,3.93,2.6,7
1754115537963,3.67,2.6,7
1754115538571,3.93,2.6,7
1754115538962,3.67,2.6,7
1754115539436,3.4,2.6,7
1754115539938,3.13,2.6,7
1754115540923,2.87,2.6,7
1754115541706,3.13,2.6,7
1754115541927,3.4,2.6,7
1754115542089,3.67,2.6,7
1754115542301,3.93,2.6,7
1754115542484,4.2,2.6,7
1754115542870,4.47,2.6,7
1754115543116,4.73,2.6,7
1754115543818,5,2.6,7
1754115549186,5.27,2.6,7
1754115549402,5.53,2.6,7
1754115549741,5.8,2.6,7
1754115549962,6.07,2.6,7
1754115550140,6.33,2.6,7
1754115550346,6.6,2.6,7
1754115556955,6.6,2.87,7
1754115557146,6.33,2.87,7
1754115557646,6.07,2.87,7
1754115557676,5.8,2.87,7
1754115557708,5.53,2.87,7
1754115557738,5.27,2.87,7
1754115557769,5,2.87,7
1754115557800,4.73,2.87,7
1754115557834,4.47,2.87,7
1754115557869,4.2,2.87,7
1754115557900,3.93,2.87,7
1754115557916,3.67,2.87,7
1754115558074,3.67,3.13,7
1754115558575,3.67,3.4,7
1754115558605,3.67,3.67,7
1754115558637,3.67,3.93,7
1754115558669,3.67,4.2,7
1754115558700,3.67,4.47,7
1754115558734,3.67,4.73,7
1754115558768,3.67,5,7
1754115558801,3.67,5.27,7
1754115558818,3.67,5.53,7
1754115559106,3.67,5.8,7
1754115559323,3.67,6.07,7
1754115559547,3.67,6.33,7
1754115559739,3.67,6.6,7
1754115560394,3.67,6.87,7
1754115561042,3.93,6.87,7
1754115600516,3.93,7.13,7
1754115601450,3.93,7.4,7
1754115630229,3.93,7.67,7
1754115630669,3.93,7.93,7
