time,valence,arousal,videoID
1755185762860,5,5,0
1755185884031,5,5,8
1755185908191,5,4.73,8
1755185912880,4.73,4.73,8
1755185913249,4.47,4.73,8
1755185913524,4.2,4.73,8
1755185915256,3.93,4.73,8
1755185921218,3.93,5,8
1755185921617,3.93,5.27,8
1755185921976,3.93,5.53,8
1755185922985,3.67,5.53,8
1755185924008,3.4,5.53,8
1755185927697,3.13,5.53,8
1755185928200,3.13,5.8,8
1755185928456,3.13,6.07,8
1755185928840,3.13,6.33,8
1755185929287,3.13,6.6,8
1755185943121,3.13,6.87,8
1755185948521,3.13,6.6,8
1755185950248,3.13,6.87,8
1755185950584,3.13,7.13,8
1755185951129,3.13,7.4,8
1755185951522,3.13,7.67,8
1755185953338,2.87,7.67,8
1755185954521,2.87,7.93,8
1755185955226,2.6,7.93,8
1755185957954,2.87,7.93,8
1755185961681,2.6,7.93,8
1755185962393,2.33,7.93,8
1755185977489,2.07,7.93,8
1755185982217,1.8,7.93,8
1755185989979,1.8,8.2,8
1755185991003,1.53,8.2,8
1755185991514,1.27,8.2,8
1755185992227,1.27,8.47,8
1755185999627,1.27,8.73,8
1755186003083,1.27,9,8
1755186003890,1,9,8
1755186031590,5,5,0
1755186151727,5,5,2
1755186162792,5.27,5,2
1755186216865,5.53,5,2
1755186223079,5.8,5,2
1755186227935,6.07,5,2
1755186247168,6.07,5.27,2
1755186249488,6.07,5.53,2
1755186250456,6.07,5.8,2
1755186252527,6.07,6.07,2
1755186253321,6.07,6.33,2
1755186257266,6.07,6.07,2
1755186257615,6.07,5.8,2
1755186258018,6.07,5.53,2
1755186258520,6.07,5.27,2
1755186259026,6.07,5,2
1755186285129,5.8,5,2
1755186289160,6.07,5,2
1755186292226,6.07,5.27,2
1755186293082,6.07,5.53,2
1755186317010,6.07,5.27,2
1755186317509,6.07,5,2
1755186317538,6.07,4.73,2
1755186317571,6.07,4.47,2
1755186317603,6.07,4.2,2
1755186318643,6.07,4.47,2
1755186319699,6.07,4.73,2
1755186322739,6.07,4.47,2
1755186323873,5,5,0
1755186444012,5,5,5
1755186451464,5.27,5,5
1755186452086,5.53,5,5
1755186452423,5.8,5,5
1755186453007,6.07,5,5
1755186455575,6.07,4.73,5
1755186456332,6.07,4.47,5
1755186456693,6.07,4.2,5
1755186457021,6.07,3.93,5
1755186457309,6.07,3.67,5
1755186457740,6.07,3.4,5
1755186458247,6.07,3.13,5
1755186458581,6.07,2.87,5
1755186458837,6.07,2.6,5
1755186459365,6.33,2.6,5
1755186459637,6.6,2.6,5
1755186459846,6.87,2.6,5
1755186460238,7.13,2.6,5
1755186460564,7.4,2.6,5
1755186461119,7.67,2.6,5
1755186493167,7.67,2.87,5
1755186493664,7.67,3.13,5
1755186493696,7.67,3.4,5
1755186493726,7.67,3.67,5
1755186493757,7.67,3.93,5
1755186493789,7.67,4.2,5
1755186494359,7.93,4.2,5
1755186495167,7.93,4.47,5
1755186495667,7.93,4.73,5
1755186495696,7.93,5,5
1755186495729,7.93,5.27,5
1755186495758,7.93,5.53,5
1755186495790,7.93,5.8,5
1755186496069,7.93,6.07,5
1755186496545,7.93,6.33,5
1755186496854,7.93,6.6,5
1755186497414,7.93,6.87,5
1755186498431,8.2,6.87,5
