video_id,timestamp,GSR,HR,P_id
1,1755193203522,0.2926829268292683,0.3880597014925373,40
1,1755193203623,0.2682926829268293,0.29850746268656714,40
1,1755193203724,0.2682926829268293,0.3582089552238806,40
1,1755193203825,0.2926829268292683,0.3283582089552239,40
1,1755193203925,0.2926829268292683,0.3283582089552239,40
1,1755193204026,0.2682926829268293,0.3582089552238806,40
1,1755193204127,0.34146341463414637,0.3880597014925373,40
1,1755193204228,0.2926829268292683,0.34328358208955223,40
1,1755193204329,0.3170731707317073,0.3582089552238806,40
1,1755193204430,0.2682926829268293,0.3582089552238806,40
1,1755193204531,0.2926829268292683,0.34328358208955223,40
1,1755193204632,0.2926829268292683,0.3582089552238806,40
1,1755193204733,0.2926829268292683,0.34328358208955223,40
1,1755193204834,0.24390243902439024,0.373134328358209,40
1,1755193204934,0.2682926829268293,0.3880597014925373,40
1,1755193205035,0.24390243902439024,0.3582089552238806,40
1,1755193205136,0.24390243902439024,0.373134328358209,40
1,1755193205237,0.21951219512195122,0.34328358208955223,40
1,1755193205338,0.2682926829268293,0.3582089552238806,40
1,1755193205439,0.2682926829268293,0.417910447761194,40
1,1755193205540,0.2926829268292683,0.44776119402985076,40
1,1755193205641,0.21951219512195122,0.31343283582089554,40
1,1755193205741,0.2682926829268293,0.3582089552238806,40
1,1755193205842,0.24390243902439024,0.3283582089552239,40
1,1755193205943,0.2682926829268293,0.3283582089552239,40
1,1755193206044,0.2926829268292683,0.29850746268656714,40
1,1755193206145,0.3170731707317073,0.3582089552238806,40
1,1755193206246,0.2682926829268293,0.3582089552238806,40
1,1755193206347,0.3170731707317073,0.3880597014925373,40
1,1755193206447,0.3170731707317073,0.417910447761194,40
1,1755193206548,0.21951219512195122,0.3283582089552239,40
1,1755193206649,0.2682926829268293,0.3582089552238806,40
1,1755193206750,0.24390243902439024,0.34328358208955223,40
1,1755193206851,0.2682926829268293,0.3880597014925373,40
1,1755193206952,0.2682926829268293,0.34328358208955223,40
1,1755193207053,0.2682926829268293,0.373134328358209,40
1,1755193207154,0.2926829268292683,0.3880597014925373,40
1,1755193207254,0.2926829268292683,0.34328358208955223,40
1,1755193207355,0.2682926829268293,0.3582089552238806,40
1,1755193207456,0.21951219512195122,0.373134328358209,40
1,1755193207557,0.2682926829268293,0.417910447761194,40
1,1755193207658,0.24390243902439024,0.3582089552238806,40
1,1755193207759,0.2682926829268293,0.3283582089552239,40
1,1755193207860,0.2682926829268293,0.3582089552238806,40
1,1755193207961,0.2926829268292683,0.3582089552238806,40
1,1755193208061,0.2682926829268293,0.40298507462686567,40
1,1755193208162,0.3170731707317073,0.43283582089552236,40
1,1755193208263,0.3170731707317073,0.40298507462686567,40
1,1755193208364,0.2682926829268293,0.373134328358209,40
1,1755193208465,0.2682926829268293,0.3582089552238806,40
1,1755193208566,0.3170731707317073,0.417910447761194,40
1,1755193208667,0.36585365853658536,0.417910447761194,40
1,1755193208768,0.2926829268292683,0.373134328358209,40
1,1755193208868,0.3170731707317073,0.3582089552238806,40
1,1755193208970,0.34146341463414637,0.4626865671641791,40
1,1755193209070,0.3170731707317073,0.3880597014925373,40
1,1755193209171,0.3170731707317073,0.3880597014925373,40
1,1755193209272,0.2682926829268293,0.3880597014925373,40
1,1755193209373,0.2926829268292683,0.373134328358209,40
1,1755193209474,0.2926829268292683,0.373134328358209,40
