GSR_mean,GSR_variance,HR_mean,HR_variance,75_percentile_GSR,75_percentile_HR,GSRmean_persen_diff,HRmean_persent_diff,GSRmean_diff,HRmean_diff,valence_acc_video,arousal_acc_video,P_id,video_id,Score,time,valence,arousal,videoID,start_time,end_time,probe
0.4390243902439023,0.0018084473527662,0.2032835820895522,0.0031979505457785,0.4573170731707317,0.2238805970149253,0.1732822291779728,0.2726196509916753,0.1732822291779728,0.2726196509916753,0,0,40,3,0.1119029854790483,1755192094831.0,5.0,5.0,3.0,1755192094831.0,1755192099831.0,0
0.4253658536585366,0.0010983938132064,0.2086567164179104,0.001599376253063,0.4390243902439024,0.2238805970149253,0.1869407657633385,0.2672465166633171,0.1869407657633385,0.2672465166633171,0,0,40,3,0.0037932574023337,1755192102123.8235,4.764705882352941,2.8352941176470585,3.0,1755192099832.0,1755192104832.0,1
0.4136585365853658,0.0011174301011302,0.193731343283582,0.0017865003341501,0.4390243902439024,0.2201492537313432,0.1986480828365093,0.2821718897976454,0.1986480828365093,0.2821718897976454,0,0,40,3,1.0761305669787829e-05,1755192105917.0,3.67,1.53,3.0,1755192104833.0,1755192109833.0,1
0.4170731707317073,0.0014812611540749,0.2023880597014924,0.0019261305413232,0.4390243902439024,0.2238805970149253,0.1952334486901678,0.273515173379735,0.1952334486901678,0.273515173379735,0,0,40,3,0.0013734255102687,1755192113642.923,5.4715384615384615,1.5923076923076922,3.0,1755192109834.0,1755192114834.0,1
0.4209756097560975,0.0013994051160023,0.195820895522388,0.002473958565382,0.4390243902439024,0.208955223880597,0.1913310096657776,0.2800823375588395,0.1913310096657776,0.2800823375588395,0,0,40,3,0.2176681002635575,1755192117337.7273,6.7690909090909095,2.139090909090909,3.0,1755192114835.0,1755192119835.0,0
0.4092682926829268,0.0020057108863771,0.1976119402985074,0.0038276676319893,0.4390243902439024,0.2238805970149253,0.2030383267389483,0.27829129278272,0.2030383267389483,0.27829129278272,0,0,40,3,0.0023503362948649,1755192121974.1,3.8,2.0665000000000004,3.0,1755192119836.0,1755192124836.0,1
0.4068292682926829,0.0015809637120761,0.1976119402985074,0.0025267097349075,0.4146341463414634,0.2201492537313432,0.2054773511291922,0.2782912927827201,0.2054773511291922,0.2782912927827201,0,0,40,3,4.9128911222667696e-11,1755192125875.0,2.07,2.33,3.0,1755192124837.0,1755192129837.0,1
0.4073170731707317,0.0018857822724568,0.1988059701492537,0.0024454444196925,0.4390243902439024,0.2238805970149253,0.2049895462511434,0.2770972629319738,0.2049895462511434,0.2770972629319738,0,0,40,3,0.001876947300411,1755192125875.0,2.07,2.33,3.0,1755192124837.0,1755192129837.0,1
0.4219512195121952,0.0030755502676978,0.1997014925373134,0.0029484517709957,0.4634146341463415,0.2238805970149253,0.1903553999096799,0.2762017405439141,0.1903553999096799,0.2762017405439141,0,0,40,3,0.0040020225926418,1755192125875.0,2.07,2.33,3.0,1755192124837.0,1755192129837.0,1
0.4180487804878048,0.0020228435455086,0.1949253731343283,0.0012511472488304,0.4634146341463415,0.208955223880597,0.1942578389340703,0.2809778599468991,0.1942578389340703,0.2809778599468991,0,0,40,3,0.00110997478362,1755192125875.0,2.07,2.33,3.0,1755192124837.0,1755192129837.0,1
0.4185365853658536,0.0015552647233789,0.1991044776119402,0.0022331031410113,0.4390243902439024,0.2201492537313432,0.1937700340560215,0.2767987554692872,0.1937700340560215,0.2767987554692872,0,0,40,3,1.1901049321478644e-05,1755192146464.0,2.76625,1.8312500000000005,3.0,1755192144841.0,1755192149841.0,1
0.4229268292682926,0.0019181439619274,0.2008955223880597,0.0025770550233905,0.4390243902439024,0.2238805970149253,0.1893797901535824,0.2750077106931678,0.1893797901535824,0.2750077106931678,0,0,40,3,2.6213259603427818e-08,1755192150315.0,3.4,1.8,3.0,1755192149842.0,1755192154842.0,1
0.4146341463414633,0.0016180844735276,0.1982089552238805,0.0027893963020717,0.4390243902439024,0.2238805970149253,0.1976724730804118,0.2776942778573469,0.1976724730804118,0.2776942778573469,0,0,40,3,3.053235643060383e-06,1755192150315.0,3.4,1.8,3.0,1755192149842.0,1755192154842.0,1
0.4341463414634147,0.0018084473527662,0.1994029850746268,0.0026265092448206,0.4634146341463415,0.2201492537313432,0.1781602779584604,0.2765002480066006,0.1781602779584604,0.2765002480066006,0,0,40,3,3.364867862730678e-08,1755192150315.0,3.4,1.8,3.0,1755192149842.0,1755192154842.0,1
0.430731707317073,0.0017277810826888,0.1946268656716417,0.0024768099799509,0.4634146341463415,0.2350746268656716,0.1815749121048021,0.2812763674095857,0.1815749121048021,0.2812763674095857,0,0,40,3,0.0361141168229973,1755192150315.0,3.4,1.8,3.0,1755192149842.0,1755192154842.0,1
0.4541463414634146,0.0015916716240333,0.195820895522388,0.0017254622410336,0.4878048780487805,0.208955223880597,0.1581602779584605,0.2800823375588395,0.1581602779584605,0.2800823375588395,0,0,40,3,0.0027182045298735,1755192150315.0,3.4,1.8,3.0,1755192149842.0,1755192154842.0,1
0.4653658536585365,0.0023043426531826,0.2005970149253731,0.0030310536867899,0.4878048780487805,0.2238805970149253,0.1469407657633386,0.2753062181558544,0.1469407657633386,0.2753062181558544,0,0,40,3,0.1849019908680952,1755192150315.0,3.4,1.8,3.0,1755192149842.0,1755192154842.0,1
0.4868292682926828,0.002330993456276,0.1988059701492537,0.0027216752060592,0.5365853658536586,0.2350746268656716,0.1254773511291923,0.2770972629319738,0.1254773511291923,0.2770972629319738,0,0,40,3,0.0014006182113334,1755192150315.0,3.4,1.8,3.0,1755192149842.0,1755192154842.0,1
0.5087804878048781,0.0020466389054134,0.1964179104477611,0.0024625529071062,0.5365853658536586,0.2201492537313432,0.103526131616997,0.2794853226334663,0.103526131616997,0.2794853226334663,0,0,40,3,0.0331977393356787,1755192185264.0,3.67,1.665,3.0,1755192184849.0,1755192189849.0,1
0.4980487804878049,0.0020961332540154,0.193731343283582,0.0021518378257963,0.5304878048780488,0.2201492537313432,0.1142578389340702,0.2821718897976454,0.1142578389340702,0.2821718897976454,0,0,40,3,0.001756380130202,1755192185264.0,3.67,1.665,3.0,1755192184849.0,1755192189849.0,1
0.5151219512195122,0.0018712671029149,0.1979104477611939,0.0016646023613276,0.5365853658536586,0.2238805970149253,0.0971846682023629,0.2779927853200335,0.0971846682023629,0.2779927853200335,0,0,40,3,3.544870612409674e-06,1755192185264.0,3.67,1.665,3.0,1755192184849.0,1755192189849.0,1
0.5258536585365854,0.0020264128494943,0.1979104477611939,0.0016913343729115,0.5609756097560976,0.2238805970149253,0.0864529608852897,0.2779927853200335,0.0864529608852897,0.2779927853200335,0,0,40,3,0.0006336998204762,1755192185264.0,3.67,1.665,3.0,1755192184849.0,1755192189849.0,1
0.5117073170731709,0.0020580606781677,0.1952238805970148,0.0015312096235241,0.5365853658536586,0.2238805970149253,0.1005993023487042,0.2806793524842126,0.1005993023487042,0.2806793524842126,0,0,40,3,,1755192185264.0,3.67,1.665,3.0,1755192184849.0,1755192189849.0,1
