video_id,timestamp,GSR,HR,P_id
1,1754567070242,0.8421052631578947,0.5925925925925926,25
1,1754567070342,0.8345864661654135,0.42592592592592593,25
1,1754567070444,0.8345864661654135,0.16666666666666666,25
1,1754567070544,0.8195488721804511,0.2962962962962963,25
1,1754567070645,0.8120300751879699,0.3148148148148148,25
1,1754567070746,0.8120300751879699,0.35185185185185186,25
1,1754567070847,0.8270676691729323,0.5,25
1,1754567070948,0.8270676691729323,0.25925925925925924,25
1,1754567071048,0.8120300751879699,0.3333333333333333,25
1,1754567071149,0.8120300751879699,0.2962962962962963,25
1,1754567071250,0.8195488721804511,0.2222222222222222,25
1,1754567071351,0.8195488721804511,0.4074074074074074,25
1,1754567071452,0.8421052631578947,0.5370370370370371,25
1,1754567071553,0.8270676691729323,0.25925925925925924,25
1,1754567071653,0.849624060150376,0.3148148148148148,25
1,1754567071754,0.849624060150376,0.3148148148148148,25
1,1754567071855,0.8646616541353384,0.24074074074074073,25
1,1754567071956,0.849624060150376,0.6111111111111112,25
1,1754567072057,0.849624060150376,0.4444444444444444,25
1,1754567072158,0.849624060150376,0.2777777777777778,25
1,1754567072258,0.8421052631578947,0.37037037037037035,25
1,1754567072359,0.8421052631578947,0.24074074074074073,25
1,1754567072460,0.8345864661654135,0.35185185185185186,25
1,1754567072561,0.8345864661654135,0.6481481481481481,25
1,1754567072662,0.8195488721804511,0.2222222222222222,25
1,1754567072762,0.8195488721804511,0.24074074074074073,25
1,1754567072863,0.8120300751879699,0.3148148148148148,25
1,1754567072964,0.7819548872180451,0.25925925925925924,25
1,1754567073065,0.7894736842105263,0.5,25
1,1754567073166,0.7819548872180451,0.4444444444444444,25
1,1754567073267,0.7744360902255639,0.2037037037037037,25
1,1754567073368,0.7744360902255639,0.35185185185185186,25
1,1754567073469,0.7744360902255639,0.2962962962962963,25
1,1754567073569,0.7669172932330827,0.3333333333333333,25
1,1754567073670,0.7669172932330827,0.4444444444444444,25
1,1754567073771,0.7744360902255639,0.2222222222222222,25
1,1754567073872,0.7669172932330827,0.35185185185185186,25
1,1754567073973,0.7669172932330827,0.42592592592592593,25
1,1754567074073,0.7894736842105263,0.2777777777777778,25
1,1754567074174,0.7894736842105263,0.4444444444444444,25
1,1754567074275,0.7819548872180451,0.4074074074074074,25
1,1754567074376,0.7969924812030075,0.2962962962962963,25
1,1754567074477,0.8045112781954887,0.3888888888888889,25
1,1754567074578,0.7969924812030075,0.2777777777777778,25
1,1754567074679,0.7969924812030075,0.2222222222222222,25
1,1754567074779,0.8045112781954887,0.4444444444444444,25
1,1754567074880,0.8045112781954887,0.35185185185185186,25
1,1754567074981,0.7894736842105263,0.3148148148148148,25
1,1754567075082,0.7969924812030075,0.2777777777777778,25
1,1754567075183,0.7819548872180451,0.3148148148148148,25
1,1754567075283,0.7819548872180451,0.3333333333333333,25
1,1754567075384,0.7744360902255639,0.3888888888888889,25
1,1754567075485,0.7744360902255639,0.25925925925925924,25
1,1754567075586,0.7593984962406015,0.2962962962962963,25
1,1754567075687,0.7593984962406015,0.3148148148148148,25
1,1754567075788,0.7518796992481203,0.35185185185185186,25
1,1754567075888,0.7518796992481203,0.37037037037037035,25
1,1754567075989,0.7593984962406015,0.3888888888888889,25
1,1754567076090,0.7593984962406015,0.24074074074074073,25
1,1754567076191,0.7593984962406015,0.3333333333333333,25
1,1754567076292,0.7669172932330827,0.2777777777777778,25
1,1754567076393,0.7669172932330827,0.3148148148148148,25
1,1754567076493,0.7819548872180451,0.48148148148148145,25
1,1754567076594,0.7819548872180451,0.2962962962962963,25
1,1754567076695,0.7669172932330827,0.3148148148148148,25
1,1754567076796,0.7593984962406015,0.37037037037037035,25
1,1754567076897,0.7744360902255639,0.2962962962962963,25
1,1754567076998,0.7819548872180451,0.46296296296296297,25
1,1754567077099,0.7819548872180451,0.4074074074074074,25
1,1754567077199,0.7969924812030075,0.3148148148148148,25
1,1754567077300,0.7744360902255639,0.37037037037037035,25
1,1754567077401,0.7819548872180451,0.2777777777777778,25
1,1754567077502,0.7669172932330827,0.3888888888888889,25
1,1754567077603,0.7518796992481203,0.4074074074074074,25
1,1754567077703,0.7593984962406015,0.35185185185185186,25
1,1754567077805,0.7593984962406015,0.2962962962962963,25
1,1754567077905,0.7518796992481203,0.25925925925925924,25
1,1754567078006,0.7218045112781954,0.3333333333333333,25
1,1754567078107,0.7218045112781954,0.48148148148148145,25
1,1754567078208,0.7142857142857143,0.4074074074074074,25
1,1754567078308,0.706766917293233,0.25925925925925924,25
1,1754567078409,0.706766917293233,0.35185185185185186,25
1,1754567078510,0.6992481203007519,0.3148148148148148,25
1,1754567078611,0.706766917293233,0.2777777777777778,25
1,1754567078712,0.6992481203007519,0.48148148148148145,25
1,1754567078813,0.706766917293233,0.2962962962962963,25
1,1754567078913,0.6992481203007519,0.3148148148148148,25
1,1754567079014,0.706766917293233,0.46296296296296297,25
1,1754567079115,0.7142857142857143,0.2962962962962963,25
1,1754567079216,0.7142857142857143,0.42592592592592593,25
1,1754567079317,0.7218045112781954,0.46296296296296297,25
1,1754567079418,0.7218045112781954,0.24074074074074073,25
1,1754567079519,0.7218045112781954,0.3888888888888889,25
1,1754567079619,0.7293233082706767,0.3333333333333333,25
1,1754567079720,0.7293233082706767,0.2962962962962963,25
1,1754567079821,0.7293233082706767,0.46296296296296297,25
1,1754567079922,0.7368421052631579,0.3888888888888889,25
1,1754567080023,0.7293233082706767,0.3148148148148148,25
1,1754567080123,0.7293233082706767,0.3888888888888889,25
1,1754567080224,0.7218045112781954,0.3333333333333333,25
1,1754567080325,0.7218045112781954,0.4074074074074074,25
1,1754567080426,0.7218045112781954,0.48148148148148145,25
1,1754567080527,0.706766917293233,0.2777777777777778,25
1,1754567080628,0.706766917293233,0.37037037037037035,25
1,1754567080728,0.6917293233082706,0.2962962962962963,25
1,1754567080829,0.6917293233082706,0.35185185185185186,25
1,1754567080930,0.6992481203007519,0.42592592592592593,25
1,1754567081031,0.706766917293233,0.46296296296296297,25
1,1754567081132,0.6992481203007519,0.3148148148148148,25
1,1754567081233,0.6992481203007519,0.3888888888888889,25
1,1754567081334,0.6992481203007519,0.3148148148148148,25
1,1754567081434,0.6992481203007519,0.2777777777777778,25
1,1754567081535,0.706766917293233,0.48148148148148145,25
1,1754567081636,0.706766917293233,0.3888888888888889,25
1,1754567081737,0.7142857142857143,0.3148148148148148,25
1,1754567081838,0.7218045112781954,0.3888888888888889,25
1,1754567081939,0.7218045112781954,0.37037037037037035,25
1,1754567082040,0.7368421052631579,0.35185185185185186,25
1,1754567082140,0.7368421052631579,0.5555555555555556,25
1,1754567082241,0.7293233082706767,0.3148148148148148,25
1,1754567082342,0.7218045112781954,0.37037037037037035,25
1,1754567082443,0.7293233082706767,0.2777777777777778,25
1,1754567082544,0.7293233082706767,0.2777777777777778,25
1,1754567082645,0.7293233082706767,0.5185185185185185,25
1,1754567082745,0.7368421052631579,0.3888888888888889,25
1,1754567082846,0.7368421052631579,0.25925925925925924,25
1,1754567082947,0.7142857142857143,0.37037037037037035,25
1,1754567083048,0.7293233082706767,0.25925925925925924,25
1,1754567083149,0.7142857142857143,0.35185185185185186,25
1,1754567083250,0.7142857142857143,0.5740740740740741,25
1,1754567083350,0.706766917293233,0.35185185185185186,25
1,1754567083451,0.7142857142857143,0.2777777777777778,25
1,1754567083552,0.706766917293233,0.37037037037037035,25
1,1754567083653,0.7142857142857143,0.3333333333333333,25
1,1754567083754,0.6992481203007519,0.3333333333333333,25
1,1754567083854,0.7218045112781954,0.5370370370370371,25
1,1754567083955,0.7142857142857143,0.3888888888888889,25
1,1754567084056,0.706766917293233,0.2222222222222222,25
1,1754567084157,0.7142857142857143,0.37037037037037035,25
1,1754567084258,0.7218045112781954,0.2777777777777778,25
1,1754567084359,0.7218045112781954,0.48148148148148145,25
1,1754567084460,0.7293233082706767,0.5740740740740741,25
1,1754567084560,0.7293233082706767,0.3148148148148148,25
1,1754567084661,0.7293233082706767,0.3148148148148148,25
